Name	Vagina
HS6ST1P1	0.995602
CROCCP5	0
NBPF3	2.95521
PFN1P10	0
RP11-63N8.3	0
RAP1GAP	3.93509
RP11-132G19.3	0
LDLRAD2	4.1503
RP11-26H16.1	0.15765
RP11-26H16.4	0
CELA3B	0.823014
RN7SL386P	0
RNU6-1022P	0
CELA3A	2.59733
RN7SL186P	0
RNU6-776P	0
LINC01635	0
CDC42-IT1	0.258204
RP1-224A6.8	0.33537
RP1-224A6.9	1.48109
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.49858
EPHA8	0.016218
MIR6127	0
EPHB2	0.595328
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.138195
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0.0704113
RNU6-514P	0
RNU6-135P	0
HTR1D	0
RP5-1057J7.1	0
RP5-1057J7.7	0.944281
RP4-654C18.1	0.111638
E2F2	3.17363
RP1-150O5.3	0.402198
MDS2	0.0578971
RP11-223J15.2	0
ELOA-AS1	3.67279
CNR2	0.0233349
BTBD6P1	0
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.337688
RP11-293P20.4	0
IFNLR1	3.62387
RP11-10N16.2	0.0632822
RP11-10N16.3	0.394503
STPG1	3.04926
RP4-594I10.3	0
NCMAP	0.137279
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	2.3823
MIR6731	0
RP11-84D1.1	0.0884257
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	0.99033
RP3-465N24.5	1.77073
RHD	0.487145
SDHDP6	1.07113
RP11-335G20.7	0
RHCE	0.575902
RP3-469D22.1	0.243838
RP11-70P17.1	1.44711
RP1-187B23.1	0.288508
RP1-317E23.3	1.10325
AUNIP	0.801913
RP1-125I3.2	0
Y_RNA	0
SNRPFP2	0
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	0.369799
SLC30A2	0.0597797
RP11-96L14.9	0
TRIM63	1.1209
RP11-96L14.8	0
RP11-96L14.7	0.407758
ZNF593	0
CATSPER4	0.0364037
RP11-231P20.2	0.183801
RP11-231P20.6	0
RP11-231P20.5	0
RP11-569G9.7	2.35196
ZNF683	0.4037
LIN28A	0.0148212
RP3-476K8.4	0.43233
RP3-476K8.3	1.11836
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	0.624302
RN7SL165P	0
NR0B2	0
RPL12P13	0.108014
RP11-344H11.5	0
OSTCP2	0
RP11-40H20.5	0
CHCHD3P3	0.0843075
NPM1P39	0.522663
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.331799
RNU6-48P	0.48602
ACTG1P20	2.32178
FCN3	2.95754
RP1-144C9.2	0
GPR3	0.718447
RP4-752I6.1	0
RP1-159A19.4	1.08698
RP1-159A19.3	1.1834
RP11-288L9.1	0
RP11-288L9.4	0.0716508
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.499767
RPEP3	0
RP3-426I6.5	0.863744
RP3-426I6.6	1.47838
RNU6-1245P	0
SCARNA1	0
SMPDL3B	0.46528
RP11-460I13.2	0
RP11-460I13.6	2.32557
RN7SL559P	0
SPCS2P4	1.40711
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	2.91854
RP5-1092A3.4	2.19553
RP5-1092A3.5	0
Y_RNA	0
RP1-308E4.1	0.0813808
RNU6ATAC27P	0.45658
SNORA73A	4.90432
PRDX3P2	0.208265
RP4-669K10.8	0.233742
SNORD99	0
SNORA16A	0
RAB42	1.72656
LINC01715	0.68096
RNU11	0
SCARNA24	0
OPRD1	0.0379114
RP1-212P9.3	0
Y_RNA	0
RP4-604A21.1	0.135802
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0
uc_338	2.71649
RP11-467D18.2	0.266076
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.545002
MATN1-AS1	3.40096
MIR4420	0
RP5-1125N11.1	0
LINC01778	0.122839
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.572068
RP11-490K7.4	3.6195
RP11-266K22.2	0
RP11-439L8.2	0.0525518
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.0199667
RP11-73M7.1	0.469998
HCRTR1	0.0511598
RP11-73M7.9	0.163329
ADGRB2	1.79798
MIR4254	0
RP11-84A19.3	0
SPOCD1	0.528718
RP11-84A19.2	0
RP11-84A19.4	1.20418
RP4-534N18.2	0.390151
RP11-277A4.4	0.310803
MIR5585	0
Metazoa_SRP	0
CCDC28B	4.68347
RP4-622L5.7	1.66391
DCDC2B	0.816005
LCK	3.55754
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.0845666
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.0483031
ZBTB8A	4.73648
Y_RNA	0
SYNC	4.1072
RP11-114B7.6	0.132386
FNDC5	1.32572
HPCA	0.729558
RP5-1174N9.2	0.154974
RP4-803A2.1	0.085968
RP4-803A2.2	0
Metazoa_SRP	0
RP1-117O3.2	0.117194
AZIN2	3.14895
RP11-131M11.2	1.34563
RP11-131M11.3	0.66268
RP11-415J8.7	0.812436
A3GALT2	0.154363
RP11-415J8.3	2.66669
MIR3605	0.442006
RN7SKP16	2.78505
RP11-415J8.5	0.121649
TLR12P	0
ZSCAN20	1.2479
RP4-580O19.2	0.16709
CSMD2	0.0775782
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
RP4-657M3.2	0
MIR552	0
GJB4	2.10837
RP1-34M23.5	0
RP5-997D16.2	4.76752
DLGAP3	0.399297
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	1.12493
CLSPN	0.415678
RP11-435D7.3	0
RP4-789D17.4	0
AGO3	4.86843
RP4-665N4.8	0.426485
RP4-665N4.4	0.0459095
TEKT2	0.705133
RN7SL131P	0
UBE2V2P4	0
RNU4-27P	0
SNORA63	0.419122
FTLP18	0
RP4-614N24.1	0
GRIK3	1.00006
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.711005
RP3-423B22.5	0.565324
DNALI1	3.75961
CDCA8	4.38589
EPHA10	0.251548
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	2.23016
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.40778
POU3F1	0.472777
RP5-884C9.2	0.445424
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.280748
RP5-864K19.4	1.42542
GJA9	0.780057
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	0.884942
RP11-420K8.1	0
HSPE1P8	0
BMP8A	1.20152
OXCT2P1	0.577622
PPIEL	3.51602
SNORA55	1.62244
RP11-69E11.8	0.599949
RP1-144F13.3	0
NT5C1A	0.0570036
HPCAL4	0.0940614
RP1-144F13.4	0
RNU7-121P	0
BMP8B	3.80914
OXCT2	0.320695
RP1-118J21.25	0.22019
RP1-118J21.24	0
Y_RNA	0
RP1-118J21.5	0.118489
Y_RNA	0
RP11-115D7.3	0
RNU6-1237P	0
TMCO2	0
RP1-39G22.4	0
COL9A2	2.63875
RP1-228H13.1	0.233108
RP1-228H13.2	0
ZFP69B	0.979583
RP1-228H13.5	1.04857
RP11-656D10.7	0.162184
ZFP69	3.69392
RP11-656D10.3	1.30275
EXO5	3.90408
RP11-656D10.5	0
RP11-656D10.6	0.788255
ZNF684	2.46218
RP1-63P18.2	0
GTF2F2P2	0
RIMS3	2.95175
RP4-739H11.3	0
NFYC-AS1	4.94375
MIR30E	0
MIR30C1	0
KCNQ4	3.9951
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	1.26711
SLFNL1	1.11388
RPL23AP17	0
RP11-399E6.1	0.100487
RP11-399E6.2	0
FOXO6	3.82436
RP11-399E6.4	1.59556
RNA5SP45	0
HIVEP3	1.62951
RP11-486B10.3	0
RP11-486B10.4	2.03868
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0
RP11-223A3.1	0.312689
RIMKLA	0.247552
RP11-157D18.2	0
ZMYND12	1.14987
CCDC30	1.196
RP11-163G10.2	0
TMSB4XP1	1.16508
RNU6-536P	0
RP11-163G10.4	0.0775446
RP5-994D16.3	1.07137
CLDN19	0.0773677
RP5-994D16.9	2.19366
TMEM269	0.313479
RP11-342M1.3	0.612212
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0.0602104
RP5-848E13.5	4.82759
SLC2A1-AS1	2.52138
RP5-848E13.4	0.193778
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	3.38666
CFAP57	0.172108
RNA5SP46	0
TMEM125	4.92355
MPL	0.222793
RP1-92O14.3	1.61308
RP1-92O14.6	2.28569
SZT2-AS1	0
HYI-AS1	0.17443
KDM4A-AS1	2.30511
RP11-184I16.4	0.08598
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
ARTN	4.09024
RP11-7O11.3	1.60084
RP5-1198O20.4	0.242917
RP5-1198O20.5	0
KRT8P47	0
RN7SL479P	0
KLF17	0.0899101
RP11-570P14.1	0.31998
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.0486626
ERI3-IT1	0.471678
RNU6-369P	0
MIR5584	0
TMEM53	4.85913
C1orf228	1.29243
RNU5F-1	0
RNU5D-1	0
KIF2C	3.32319
RP11-269F19.2	0.210927
SNORD46	4.97843
SNORD38A	0
RPS15AP11	0.814385
BEST4	0.668514
TCTEX1D4	0.583168
RP5-882O7.1	1.24705
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.100318
MRPS17P1	0.021177
ZSWIM5	2.80509
OSTCP5	0
LINC01144	1.81944
HPDL	1.87192
RP11-291L19.1	0
CCDC163	2.88029
MMACHC	2.96905
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
CCDC17	3.46849
RPS15AP10	3.23447
RP11-767N6.2	3.25398
RP11-767N6.7	4.56744
RP11-630I5.1	0.0998369
TMA16P2	0
RP4-533D7.4	0.264356
RP4-533D7.3	0
RP4-533D7.5	0
RP11-322N21.2	0
RAD54L	1.96694
RP4-603I14.3	0
FAAHP1	0.461893
LINC01398	0
DMBX1	0.0148019
RP11-49P4.7	0
MKNK1-AS1	0.902611
KNCN	0
NENFP1	0.13599
TEX38	0.118812
EFCAB14-AS1	0.592981
RP11-8J9.5	0
CYP4Z2P	0.227324
RP11-346M5.1	0
CYP4A11	0.147556
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4Z1	0.64643
RP11-184J23.2	0.0415964
CYP4A22-AS1	0.19929
CYP4A22	0.0806505
MTND1P34	0
LINC00853	0.342936
TAL1	4.49474
RP1-18D14.7	0.979188
STIL	1.93647
LINC01389	0.487797
FOXE3	0.0464243
FOXD2-AS1	2.12359
FOXD2	0.6097
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
TRABD2B	4.40457
RP11-330M19.1	0.217806
RP4-683M8.2	0.0533312
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	1.28259
RP5-1024N4.6	0.0414969
RP5-1024N4.2	0.0863949
SLC5A9	1.55505
RP5-1024N4.4	3.20834
RP5-1024N4.5	0.450249
PPP1R8P1	0.265743
RNU6-723P	0
RP11-329A14.1	0.0623122
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0465208
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0245588
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.359654
HMGB1P45	0
FCF1P6	0
DMRTA2	0.0213088
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.701395
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.0576084
LINC01562	0.108751
RP11-296A18.5	0.712788
RP11-296A18.6	0.260323
TTC39A	4.77853
TTC39A-AS1	0.116008
RP11-275F13.3	0.521514
RNU6-877P	0
RP11-253A20.1	0.189799
RP11-191G24.1	0.386383
RNU6-1281P	0
CALR4P	0
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	3.56711
RP4-657D16.6	0.808298
MIR761	0
TSEN15P2	0.125322
RAB3B	0.0401503
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	0.874693
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.195678
RP11-155O18.6	3.80694
PLA2G12AP1	0.490703
ORC1	1.56726
RP11-25O10.2	0
EEF1GP7	0
FAM159A	0.219838
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	2.88243
RNU6-969P	0
ZYG11A	0.488241
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	2.45986
RP11-334A14.8	1.56073
RP5-1024G6.9	0
RP5-1024G6.2	0.542437
RP5-1024G6.7	0.0369729
RP5-1024G6.5	0.642706
LRP8	3.33804
RP4-784A16.1	0.252406
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.08531
RP11-117D22.1	0
RP11-117D22.2	0.0358892
SLC25A3P1	0
DMRTB1	0
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
DIO1	0.250821
HNRNPA3P12	0.180808
LDLRAD1	0.0354222
RP4-758J24.6	2.63248
TCEANC2	2.64596
MIR4781	0
RP4-758J24.4	0
CDCP2	0.210771
RP11-446E24.3	0.0967792
CYB5RL	3.03555
SSBP3-AS1	3.75291
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0.456006
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	3.83203
FAM151A	0.51332
RP11-240D10.4	0.114547
PARS2	4.18174
RP11-67L3.2	1.89025
RP11-67L3.5	0
RP11-67L3.4	0.299661
TMEM61	1.32289
BSND	0
PCSK9	1.21073
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.20217
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0.0608294
RPSAP20	0.198022
RP11-504A18.1	1.26417
LINC01767	0.186733
RPL21P23	0.540819
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	2.73859
C1orf168	0.0933174
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	0.814711
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0686265
RPS26P15	0.126826
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0.164012
RN7SL713P	0
RP4-592A1.2	0.763863
RP11-63G10.4	0.490738
LINC01135	0.435419
RP11-63G10.3	0.62934
RP11-63G10.2	0
RP4-794H19.1	0.873438
LINC01358	0.461951
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0657821
RP11-467C18.1	0.512994
FGGY	2.04146
MIR4711	0
RP4-782L23.2	0.520067
RN7SL475P	0
C1orf87	0
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.887156
RP11-436K8.1	0.0717852
NFIA-AS2	0.0928192
RP4-802A10.1	0.246722
NFIA-AS1	0.0819594
RP11-430G17.1	0
RP11-430G17.3	1.71433
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0.136838
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.449084
RP5-1155K23.4	0
KANK4	0.352819
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.24788
RP5-849H19.3	0.13392
RP5-849H19.2	0
RP11-230B22.1	0.209285
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0327416
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	2.08058
FOXD3	1.50955
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
EFCAB7	4.39378
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.914911
