Name	Pancreas
RP11-338N10.3	0.366566
RP3-467L1.6	1.28983
PER3	4.71146
RP3-467L1.4	0.222494
UTS2	0
TNFRSF9	0.0239634
RP5-892F13.2	0
Y_RNA	0
RP11-431K24.1	0.126596
CTA-215D11.4	0.0246196
RP11-431K24.2	0.0271924
LINC01714	0.047768
RNU1-7P	0
RP11-431K24.4	0
RNU6-991P	0
SLC45A1	0.517694
Y_RNA	0
RP5-1115A15.1	0.326558
SNORA77	0
RP5-1115A15.2	0
RPL7P11	0.0314245
RPL7P7	0
Y_RNA	0
RP4-633I8.3	0
RP4-633I8.4	0
RPL23AP19	0
MIR6728	0
ENO1-IT1	0.0851864
ENO1-AS1	0.265179
RNU6-304P	0
HMGN2P17	0
RP3-477M7.5	0
RP3-477M7.6	0
CA6	0
RN7SL451P	0
SLC2A7	0
SLC2A5	0.144735
SCARNA16	0
GPR157	2.66029
MIR34AHG	4.0947
LINC01759	0.627407
RP3-510D11.4	0.0303507
RNA5SP40	0
RP13-392I16.1	0
SLC25A33	1.76906
RP13-15M17.1	0.329968
TMEM201	2.35892
PIK3CD	1.75359
PIK3CD-AS1	0
RP11-558F24.2	0
PIK3CD-AS2	2.13886
MZT1P1	0
RP11-84A14.7	0
LZIC	4.90495
RP11-84A14.4	0.210229
NMNAT1	1.97809
RN7SKP269	0.0921889
RP11-84A14.6	0
MIR5697	0
RBP7	3.72853
RP11-496H15.2	0
PGAM1P11	0.0425373
RNU6-828P	0
MIR1273D	0
RNU6-37P	0
RP4-736L20.3	0
CORT	0.552858
RN7SL614P	0.114961
CASZ1	3.10452
RP4-734G22.3	0.443971
HSPE1P24	0
C1orf127	1.93889
CFL1P6	0.0469976
MASP2	2.09283
RP4-635E18.7	1.40001
RP4-635E18.6	0.176626
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0.124805
RNU6-291P	0
RPL39P6	0
UBIAD1	4.56666
UBE2V2P3	0.135138
MTCYBP45	0
DISP3	0.198578
LINC01647	0
DRAXIN	0.0148458
C1orf167	0
RP11-56N19.5	0
MTHFR	4.13256
NPPA-AS1	1.1395
NPPA	1.00593
NPPB	0.137337
RP5-934G17.6	0
RNU5E-1	0
RNU5E-4P	0
RP5-1077B9.5	0
Y_RNA	0.251
MIR6729	0
RN7SL649P	0
TNFRSF8	0.055441
RNU6-777P	0
RPL23AP89	0
MIR7846	0
TNFRSF1B	4.05978
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	4.96991
SNORA59A	0.980819
RP5-888M10.2	0.23389
RNU6ATAC18P	0.31688
MIR6730	0
RP11-474O21.5	0.494928
AADACL4	0
RP11-474O21.2	0
AADACL3	0
C1orf158	0.0122024
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0.0248973
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
RP13-221M14.2	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
RP11-219C24.10	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	0
RP4-597A16.2	0
BRWD1P1	0
PDPN	2.13371
RNA5SP41	0
CTA-520D8.2	0
SCARNA11	0
PRDM2	4.76445
KAZN	1.54468
RNU6-1265P	0
RP11-344F13.1	0
RP4-704D23.1	0
TBCAP2	0
C1orf195	0.128311
RP1-21O18.3	0.0729371
RP5-903E17.2	0.136398
FHAD1	0.170843
RP3-467K16.2	0.12501
RP3-467K16.7	0.105685
RP3-467K16.4	0.0594704
DNAJC16	3.35661
SCARNA21	0
RP4-680D5.8	0.190309
AGMAT	0.43419
RP4-680D5.2	0.0509986
CHCHD2P6	0.653474
RNU7-179P	0
CD24P1	0
RP4-680D5.9	0
RP11-288I21.1	0.651889
SLC25A34	2.83148
TMEM82	0.0303427
RP11-169K16.4	0
RPL12P14	0.224716
UQCRHL	1.89615
RP11-169K16.8	0.756115
FLJ37453	1.67596
RP1-134O19.3	0
RP11-5P18.1	0
RP11-5P18.3	0
RP11-5P18.11	0
TBC1D3P6	0
C1orf64	0.00983572
HSPB7	2.32323
CLCNKA	2.03455
RP11-5P18.10	0.34904
CLCNKB	0.438303
FAM131C	1.68726
RP11-276H7.2	0.570183
RP11-276H7.3	0.547233
ANO7L1	1.18304
RSG1	2.38101
MT1XP1	1.0117
FBXO42	3.71795
RP11-430L17.1	0.0774181
SPATA21	0.0805407
LINC01772	0.86265
CROCCP3	1.74277
RNU1-1	0
RP4-798A10.7	0.508379
RP4-798A10.4	0
LINC01783	0.277477
RNU1-6P	0
FAM231B	0
RP5-875O13.6	0
NBPF1	1.18288
RP5-1182A14.5	0
RP1-163M9.8	0
RNU1-3	0
FAM231A	0
RP5-875O13.7	0.166976
EIF1AXP1	0.477573
ESPNP	0.275479
RP1-163M9.7	0
FAM231C	0
RP5-1182A14.7	0
RNU1-4	0
CROCCP4	0
RP11-108M9.1	0
RP11-108M9.2	0
MIR3675	0
RP11-108M9.3	1.061
RP11-108M9.5	1.90434
RNU1-2	0
RP11-108M9.6	0.0873489
MFAP2	3.86295
RP1-37C10.3	0
PADI2	0.581321
RP11-380J14.1	0
RP11-380J14.4	0
PADI1	0.0321789
PADI3	0
MIR3972	0
PADI4	0.0542846
PADI6	0
RP11-473A10.2	0
ACTL8	0
LINC01654	0
IGSF21	0.480891
RP11-174G17.3	0.00765679
RP11-174G17	0
RP11-422P22.1	0
KLHDC7A	1.77345
DYNLL1P3	0
RP1-8B22.2	0
PAX7	0
TAS1R2	0
ALDH4A1	2.81042
MIR4695	0
MIR1290	0
RP5-1126H10.2	0.253337
RP1-43E13.2	0.566362
EMC1	3.93667
RP4-657E11.10	1.10774
RNU6-1099P	0
RN7SL277P	0
RNU4-28P	0
RP5-1056L3.1	0
RP5-1056L3.3	2.52259
HTR6	0
RP11-91K11.2	0.530493
OTUD3	3.17927
PLA2G2E	0
RN7SL304P	0
PLA2G2A	3.02818
PLA2G5	0.321487
PLA2G2D	0
PLA2G2F	0
RP3-340N1.2	0.0223725
PLA2G2C	0
UBXN10-AS1	0.0970555
UBXN10	0.452826
LINC01757	0
VWA5B1	0.0405255
RP4-745E8.2	0
LINC01141	0
RP4-749H3.2	0
CAMK2N1	4.73577
RPS4XP4	0
FAM43B	0.308349
CDA	0.542439
PINK1-AS	2.40277
KIF17	0.214287
RP5-930J4.5	0
SH2D5	0.0351198
RP5-930J4.2	0
RNU7-200P	0
MIR1256	0
RPS15AP6	0
RP11-487E1.2	0
HSPE1P27	0
RP3-329E20.2	0.213029
RP5-1071N3.1	0.17124
PPP1R11P1	0
RP11-293F5.8	0
RP11-293F5.1	0
NBPF2P	0.502278
HS6ST1P1	0.509549
CROCCP5	0.0383651
NBPF3	1.16193
PFN1P10	0
ALPL	2.87842
RP11-63N8.3	0.0389093
RP11-132G19.3	0
LDLRAD2	0.439545
RP11-26H16.1	0.113838
RP11-26H16.4	0.0876421
LINC01635	0.428055
CDC42-IT1	0.0639579
RP1-224A6.8	0.0907084
RP1-224A6.9	0.173716
WNT4	1.16316
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0.0158327
ZBTB40-IT1	0.468048
EPHA8	0.70985
MIR6127	0
EPHB2	0.912699
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0.0693449
C1orf234	0
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
LUZP1	2.39523
RP5-979D14.1	0
RNU6-514P	0
RNU6-135P	0
HTR1D	0.0218147
RP5-1057J7.1	0
LINC01355	3.81689
ZNF436	3.49912
ZNF436-AS1	1.42711
RP5-1057J7.7	2.76945
RP4-654C18.1	0.136046
E2F2	0.0472777
RP1-150O5.3	0.14144
MDS2	0.0317935
RP11-223J15.2	0
ELOA-AS1	1.75699
GALE	4.5018
CNR2	0.00410468
BTBD6P1	0
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.382096
RP11-293P20.4	0
IFNLR1	3.2141
RP11-10N16.2	0
RP11-10N16.3	0
GRHL3	0.136397
STPG1	0.940466
NIPAL3	4.43537
RP4-594I10.3	0.62301
RP11-496D1.2	0.140043
Y_RNA	0
RNU6-1208P	0
RUNX3	0.378439
MIR6731	0
RP11-84D1.1	0
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	0.174605
RP3-465N24.5	0.395529
RHD	0.131507
SDHDP6	0.10628
RP11-335G20.7	0
RHCE	0.445211
RP3-469D22.1	0.0458881
RP11-70P17.1	1.31925
MAN1C1	0.96598
RP1-187B23.1	0.0113536
RP1-317E23.3	0.464381
AUNIP	0.141056
RP1-125I3.2	0
PAQR7	3.79951
Y_RNA	0
STMN1	2.87697
SNRPFP2	0
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	1.0304
RP11-96L14.9	4.14686
TRIM63	0.255644
PDIK1L	3.67693
FAM110D	1.54987
RP11-96L14.8	0
RP11-96L14.7	0.156604
ZNF593	0
CATSPER4	0.0147069
RP11-231P20.2	0.670961
RP11-231P20.6	0
CEP85	2.77732
RP11-231P20.5	0
CD52	1.01734
AIM1L	0.0484566
RP11-569G9.7	0
ZNF683	0.0755444
LIN28A	0
RP3-476K8.4	0.231551
RP3-476K8.3	0.229568
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	0.254658
RN7SL165P	0
ZDHHC18	4.9839
SFN	0.950535
GPATCH3	4.97077
RPL12P13	0.103654
RP11-344H11.5	0.0762758
OSTCP2	0.106282
FAM46B	0.766266
RP11-40H20.5	0
CHCHD3P3	0
NPM1P39	0.248773
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.107589
RNU6-48P	0
ACTG1P20	0.701649
CD164L2	0.445988
RP1-144C9.2	0
GPR3	0.18949
RP4-752I6.1	0
RP1-159A19.4	0.0976191
FGR	1.94594
RP1-159A19.3	0.450919
RP11-288L9.1	0
RP11-288L9.4	0.0302211
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
FAM76A	3.47929
RP3-426I6.2	0.118785
RPEP3	0
RP3-426I6.5	0
RP3-426I6.6	0.381144
RNU6-1245P	0
SCARNA1	0
THEMIS2	1.60293
RP11-460I13.2	0.167006
EYA3	4.48302
RP11-460I13.6	0.207105
RN7SL559P	0
SPCS2P4	1.02205
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	0.843011
RP5-1092A3.4	2.42172
RP5-1092A3.5	0
MED18	4.33365
Y_RNA	0
RP1-308E4.1	0
RNU6ATAC27P	0
SNORA73A	1.07652
SNORA73B	1.7222
PRDX3P2	0.0801402
RP4-669K10.8	0.125488
TRNAU1AP	4.05165
SNORD99	0
SNORA44	2.4374
SNORA16A	0
RAB42	0.227675
LINC01715	0.371868
RNU11	0
GMEB1	1.78467
SCARNA24	0
OPRD1	0.0857435
RP1-212P9.3	0.0418692
Y_RNA	0
RP4-604A21.1	0
Y_RNA	0
Metazoa_SRP	0
TMEM200B	0.780229
RP11-242O24.3	0
uc_338	1.70554
MECR	3.89501
RP11-467D18.2	0.17849
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.0374559
MATN1-AS1	0.953359
MIR4420	0
RP5-1125N11.1	0
LINC01778	0
RN7SKP91	0
RP1-65J11.5	0
SDC3	3.83608
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.132702
SNRNP40	4.55303
RP11-490K7.4	0.771173
RP11-266K22.2	0
FABP3	0.862115
RP11-439L8.2	0.0205933
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.00417566
RP11-73M7.1	0.302566
HCRTR1	0.0428216
RP11-73M7.6	0.16336
RP11-73M7.9	0
COL16A1	3.88558
ADGRB2	0.147517
MIR4254	0
RP11-84A19.3	0
SPOCD1	0.0326518
RP11-84A19.2	0
RP11-84A19.4	0.187009
RP4-534N18.2	0.0762504
RP11-277A4.4	0.038712
TMEM39B	3.56074
MIR5585	0
Metazoa_SRP	0
CCDC28B	1.69289
RP4-622L5.7	0.547508
IQCC	2.46168
DCDC2B	0.262513
TMEM234	4.78754
FAM167B	4.83379
LCK	0.402248
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.0411832
TSSK3	3.19181
FAM229A	3.27145
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.0150167
ZBTB8A	1.37975
Y_RNA	0
SYNC	0.268347
RP11-114B7.6	0
S100PBP	2.57195
FNDC5	0.33857
HPCA	0.293456
RP5-1174N9.2	0.0414183
RP4-803A2.1	0
RP4-803A2.2	0.0411665
Metazoa_SRP	0
RP1-117O3.2	0.0295146
AZIN2	0.690945
RP11-131M11.2	0.443681
TRIM62	2.10046
RP11-131M11.3	0.23428
RP11-415J8.7	0.225896
A3GALT2	0.0416937
RP11-415J8.3	1.05731
MIR3605	0
RN7SKP16	0.922537
RP11-415J8.5	0.0393547
TLR12P	0
ZSCAN20	0.514022
RP4-580O19.2	0.0535209
CSMD2	0.0953988
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
RP4-657M3.2	0
MIR552	0
SMIM12	3.05157
GJB5	0.133793
GJB4	0.0302747
GJB3	0.143474
RP1-34M23.5	0
GJA4	4.08897
RP5-997D16.2	1.99742
DLGAP3	0.762069
RP11-244H3.1	1.7637
ZMYM6	3.24474
RPL12P45	0
ZMYM1	2.11644
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
RPL5P4	3.69146
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	0.21079
TFAP2E	0.453722
C1orf216	2.70248
CLSPN	0.0569397
RP11-435D7.3	0
AGO1	3.4881
RP4-789D17.4	0
AGO3	1.44895
RP4-665N4.8	0.11239
RP4-665N4.4	0.242196
TEKT2	1.76507
COL8A2	0.431959
RN7SL131P	0
UBE2V2P4	0
SH3D21	0.50886
EVA1B	4.857
RP11-268J15.5	0.84447
RNU4-27P	0
OSCP1	2.24141
SNORA63	0
CSF3R	1.22131
FTLP18	0
RP4-614N24.1	0
GRIK3	0.155602
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
LINC01137	2.7711
MIR6732	0
MIR5581	0
SNIP1	3.02734
FTH1P1	0.205411
RP3-423B22.5	0.254742
RSPO1	0.222599
C1orf109	3.25009
CDCA8	0.540242
EPHA10	1.13791
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	3.04468
MTF1	2.07583
RP11-109P14.8	0
INPP5B	3.11168
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0
POU3F1	0.0516659
RP5-884C9.2	0.0475105
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.0486181
RP5-864K19.4	0.31294
GJA9	0.089994
RHBDL2	0.208973
RNU6-605P	0
Y_RNA	0
EIF1P2	0
MACF1	4.93627
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	0
RP11-420K8.1	0
HSPE1P8	0
BMP8A	0.806033
OXCT2P1	0.138601
RP11-69E11.4	3.82998
PPIEL	0.82089
SNORA55	1.78212
RP11-69E11.8	1.13785
RP1-144F13.3	0.151395
NT5C1A	0.71949
HPCAL4	2.70842
RP1-144F13.4	0
RNU7-121P	0
BMP8B	4.24858
OXCT2	0.372463
RP1-118J21.25	0.505216
RP1-118J21.24	0
Y_RNA	0
RP1-118J21.5	0.109992
Y_RNA	0
MFSD2A	0.163362
RP3-342P20.2	0.223575
RP11-115D7.3	0
RLF	3.1556
RNU6-1237P	0
TMCO2	0
RP1-39G22.7	3.54797
RP1-39G22.4	0
COL9A2	1.1957
RP1-228H13.1	0.114856
RP1-228H13.2	0
ZFP69B	0.776516
RP1-228H13.5	0.868783
RP11-656D10.7	0.117347
ZFP69	1.3512
RP11-656D10.3	0.538184
EXO5	1.49383
RP11-656D10.5	0
RP11-656D10.6	0.423
ZNF684	1.38718
RP1-63P18.2	0
GTF2F2P2	0
RIMS3	0.470736
RP4-739H11.3	0
NFYC-AS1	1.31551
MIR30E	0
MIR30C1	0
KCNQ4	1.31626
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
CTPS1	3.37852
SLFNL1-AS1	0.429273
SLFNL1	0.357609
RPL23AP17	0
RP11-399E6.1	0.0351776
RP11-399E6.2	0
FOXO6	0.750357
RP11-399E6.4	0.702839
RNA5SP45	0
EDN2	0.918689
HIVEP3	0.668611
RP11-486B10.3	0
RP11-486B10.4	0.655817
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0.200206
GUCA2A	0.485983
RP11-223A3.1	0.258329
RIMKLA	0.615387
RP11-157D18.2	0
ZMYND12	1.51629
CCDC30	0.596611
RP11-163G10.2	0
TMSB4XP1	0.21794
RNU6-536P	0
RP11-163G10.4	0.0434163
RP5-994D16.3	0.426971
CLDN19	0.00958812
RP5-994D16.9	0.709183
TMEM269	0.0769719
SVBP	3.36037
RP11-342M1.3	0.209846
ZNF691	4.76767
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0
SLC2A1	2.57101
RP5-848E13.5	0
SLC2A1-AS1	0.0962295
RP5-848E13.4	0
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	0.0488125
CFAP57	0.10227
RNA5SP46	0
TIE1	1.68092
MPL	0.114081
RP1-92O14.3	1.39078
CDC20	0.277302
RP1-92O14.6	1.36851
SZT2-AS1	0
HYI-AS1	0.131926
KDM4A-AS1	0.695611
ST3GAL3	2.74656
RP11-184I16.4	0
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
ARTN	0.698553
RP11-7O11.3	0.934671
SLC6A9	2.34929
RP5-1198O20.4	0.0565859
RP5-1198O20.5	0
KRT8P47	0
RN7SL479P	0
KLF17	0.00170011
RP11-570P14.1	0
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0
ERI3-IT1	0.111005
RNU6-369P	0
MIR5584	0
TMEM53	2.13246
C1orf228	0.460768
RNU5F-1	0
RNU5D-1	0
KIF2C	0.217684
RP11-269F19.2	0.0940813
SNORD46	0.576277
SNORD38A	0
RPS15AP11	0.333683
BEST4	0.272365
TCTEX1D4	0.566575
BTBD19	1.23269
PTCH2	0.570171
RP5-882O7.1	0.709592
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.061824
MRPS17P1	0.0214465
ZSWIM5	2.14748
OSTCP5	0
LINC01144	0.888692
HPDL	0.197027
TOE1	3.73023
TESK2	2.56365
RP11-291L19.1	0
CCDC163	3.58726
MMACHC	1.81775
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
CCDC17	0.881573
RPS15AP10	0.69985
RP11-767N6.2	0.657706
IPP	2.29773
RP11-767N6.7	1.8744
RP11-630I5.1	0.047817
MAST2	4.56402
TMA16P2	0
PIK3R3	2.2761
RP4-533D7.4	0
RP4-533D7.3	0
RP4-533D7.5	0
TSPAN1	1.76656
RP11-322N21.2	0
LURAP1	0.214065
RAD54L	0.100459
NSUN4	2.92461
RP4-603I14.3	0
FAAHP1	0.350761
LINC01398	0.0137652
DMBX1	0
RP11-49P4.7	0
MKNK1-AS1	2.05047
KNCN	0
NENFP1	0.0472384
TEX38	0.0509511
EFCAB14-AS1	0.0825388
RP11-8J9.5	0
CYP4B1	1.27795
CYP4Z2P	0
RP11-346M5.1	0
CYP4A11	0.108508
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4X1	1.01358
CYP4Z1	0.0563655
RP11-184J23.2	0
CYP4A22-AS1	0.0296883
CYP4A22	0.0227162
MTND1P34	0
LINC00853	0.334983
TAL1	0.601886
RP1-18D14.7	0.109962
STIL	0.401118
LINC01389	0.208225
FOXE3	0
FOXD2-AS1	0.369841
FOXD2	0.0956706
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
TRABD2B	1.81143
RP11-330M19.1	0.0431992
RP4-683M8.2	0
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	0.0897516
RP5-1024N4.6	0
RP5-1024N4.2	0
SLC5A9	3.45659
RP5-1024N4.4	0.776072
RP5-1024N4.5	0.0474085
SPATA6	2.02416
PPP1R8P1	0.0298593
RNU6-723P	0
RP11-329A14.1	0.0321961
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0346718
BEND5	2.29037
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.276671
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.283715
HMGB1P45	0
FCF1P6	0
DMRTA2	0
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.235885
MRPS6P2	0
CDKN2C	4.06651
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0
LINC01562	0.037264
RP11-296A18.5	0.45259
RP11-296A18.6	0.0898554
TTC39A	2.04431
TTC39A-AS1	0.290562
RP11-275F13.3	0.0722813
RNU6-877P	0
RP11-253A20.1	0.0415723
RP11-191G24.1	0.173922
RNU6-1281P	0
CALR4P	0
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	1.08524
RP4-657D16.6	0.138097
MIR761	0
TSEN15P2	0
RAB3B	0.515435
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0.0791467
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	0.33999
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0
RP11-155O18.6	0.906553
PLA2G12AP1	0.200909
ORC1	0.263722
ZCCHC11	4.87272
RP11-25O10.2	0
EEF1GP7	0
FAM159A	0.0563253
COA7	4.01671
NDUFS5P3	0
RN7SL62P	0
ZYG11B	2.93461
RNU2-30P	0
RPS13P2	1.37803
RNU6-969P	0
ZYG11A	0.0180074
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	0.174743
