Name	Uterus
HS6ST1P1	0.603184
CROCCP5	0
NBPF3	3.69063
PFN1P10	0
RP11-63N8.3	0
RAP1GAP	0.728341
RP11-132G19.3	0
RP11-26H16.1	0.234522
RP11-26H16.4	0
CELA3B	1.12442
RN7SL386P	0
RNU6-1022P	0
CELA3A	3.40566
RN7SL186P	0
RNU6-776P	0
LINC01635	0
CDC42-IT1	0.20828
RP1-224A6.8	0.259881
RP1-224A6.9	1.63224
WNT4	4.0802
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.51994
EPHA8	0.0215296
MIR6127	0
EPHB2	1.043
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.166299
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0.0617637
RNU6-514P	0
RNU6-135P	0
HTR1D	0.0433613
RP5-1057J7.1	0
RP5-1057J7.7	0.764692
RP4-654C18.1	0
E2F2	0.0840955
RP1-150O5.3	0.330599
MDS2	0.0496092
RP11-223J15.2	0
ELOA-AS1	4.599
CNR2	0.0206505
BTBD6P1	0
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.328915
RP11-293P20.4	0
IL22RA1	0.520526
IFNLR1	0.735093
RP11-10N16.2	0
RP11-10N16.3	0.0778079
GRHL3	0.132182
STPG1	3.81172
RCAN3	3.33476
RP4-594I10.3	0
NCMAP	0.0686987
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	1.69643
MIR6731	0
RP11-84D1.1	0
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	0.99394
RP3-465N24.5	2.32574
RHD	0.630357
SDHDP6	1.51072
RP11-335G20.7	0
RHCE	0.293307
RP3-469D22.1	0.239456
RP11-70P17.1	1.79142
RP1-187B23.1	0.183472
RP1-317E23.3	1.20426
AUNIP	0.526101
RP1-125I3.2	0.20665
Y_RNA	0
SNRPFP2	0.198094
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	3.4419
SLC30A2	0.136491
RP11-96L14.9	0
TRIM63	3.59408
RP11-96L14.8	0
RP11-96L14.7	0.791795
ZNF593	0
CATSPER4	0
RP11-231P20.2	0.223708
RP11-231P20.6	0
RP11-231P20.5	0
CD52	4.82266
AIM1L	0.0521198
RP11-569G9.7	0
ZNF683	0.107977
LIN28A	0.016053
RP3-476K8.4	0.497312
RP3-476K8.3	2.03661
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	1.01016
RN7SL165P	0
SFN	1.73848
NR0B2	0
KDF1	0.0984748
RPL12P13	0.102343
RP11-344H11.5	0
OSTCP2	0
RP11-40H20.5	0
CHCHD3P3	0.100936
NPM1P39	0.658881
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.450409
RNU6-48P	0.550197
ACTG1P20	2.7024
SYTL1	2.24133
FCN3	3.47366
CD164L2	0.0506551
RP1-144C9.2	0
GPR3	1.01169
RP4-752I6.1	0
RP1-159A19.4	1.45725
RP1-159A19.3	1.12499
RP11-288L9.1	0
RP11-288L9.4	0.177282
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.364516
RPEP3	0
RP3-426I6.5	0.715333
RP3-426I6.6	2.06705
RNU6-1245P	0
SCARNA1	0
SMPDL3B	0.103119
RP11-460I13.2	0
RP11-460I13.6	0.980566
RN7SL559P	0
SPCS2P4	1.84841
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	1.69756
RP5-1092A3.4	2.08933
RP5-1092A3.5	0
Y_RNA	0
RP1-308E4.1	0.117593
RNU6ATAC27P	0
SNORA73A	2.21124
SNORA73B	4.03755
PRDX3P2	0.172805
RP4-669K10.8	0.185177
SNORD99	0
SNORA16A	0
RAB42	2.03014
LINC01715	1.19909
RNU11	0
SCARNA24	0
OPRD1	0.0284733
RP1-212P9.3	0
Y_RNA	0
RP4-604A21.1	0.11896
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0.228468
uc_338	4.05168
RP11-467D18.2	0.467067
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.727175
MATN1-AS1	4.39061
MIR4420	0
RP5-1125N11.1	0
LINC01778	1.22252
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.0690593
RP11-490K7.4	3.804
RP11-266K22.2	0.149102
SERINC2	2.02169
RP11-439L8.2	0.0613197
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.0249459
RP11-73M7.1	1.57388
HCRTR1	0.139301
RP11-73M7.9	0.270657
MIR4254	0
RP11-84A19.3	0
SPOCD1	1.37969
RP11-84A19.2	0
RP11-84A19.4	0.741246
RP4-534N18.2	0.243953
RP11-277A4.4	0.282341
MIR5585	0
Metazoa_SRP	0
RP4-622L5.7	3.25149
DCDC2B	1.57589
LCK	2.15773
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.438347
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.0797715
Y_RNA	0
RP11-114B7.6	0
HPCA	1.59833
RP5-1174N9.2	0.141272
RP4-803A2.1	0
RP4-803A2.2	0
Metazoa_SRP	0
RP1-117O3.2	0.0761176
RP11-131M11.2	1.5651
RP11-131M11.3	0.617073
RP11-415J8.7	0.992546
A3GALT2	0.185469
RP11-415J8.3	3.56946
MIR3605	0.560181
RN7SKP16	3.36022
RP11-415J8.5	0.295826
TLR12P	0
ZSCAN20	2.2178
RP4-580O19.2	0.284851
CSMD2	0.087485
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
RP4-657M3.2	0
MIR552	0
GJB5	0.234368
GJB4	0.0278006
GJB3	0.198729
RP1-34M23.5	0
DLGAP3	0.59582
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	1.15873
TFAP2E	4.06519
CLSPN	0.109796
RP11-435D7.3	0
RP4-789D17.4	0
RP4-665N4.8	0.328998
RP4-665N4.4	0.0575784
TEKT2	1.52467
RN7SL131P	0
UBE2V2P4	0
RNU4-27P	0
SNORA63	0.773939
FTLP18	0
RP4-614N24.1	0
GRIK3	0.299889
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
LINC01137	4.80518
MIR6732	0
MIR5581	0
FTH1P1	0.498257
RP3-423B22.5	0.739221
CDCA8	1.47262
EPHA10	0.0471669
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	1.24079
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.633348
POU3F1	0.105653
RP5-884C9.2	0.295209
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.0704602
RP5-864K19.4	2.1803
GJA9	0.335687
RHBDL2	0.717156
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	1.98378
RP11-420K8.1	0
HSPE1P8	0
BMP8A	1.9937
OXCT2P1	1.39062
SNORA55	1.99298
RP11-69E11.8	0.634062
RP1-144F13.3	0.160633
NT5C1A	0.119624
HPCAL4	0.104222
RP1-144F13.4	0
RNU7-121P	0
BMP8B	2.92823
OXCT2	0.393779
RP1-118J21.25	0.0883142
RP1-118J21.24	0
Y_RNA	0
MYCL	0.252799
RP1-118J21.5	0
Y_RNA	0
MFSD2A	2.59505
RP3-342P20.2	0.860283
RP11-115D7.3	0
RNU6-1237P	0
TMCO2	0
RP1-39G22.4	0.257273
RP1-228H13.1	0.242369
RP1-228H13.2	0
ZFP69B	1.14513
RP1-228H13.5	1.31112
RP11-656D10.7	0.172088
RP11-656D10.3	2.45469
RP11-656D10.5	0
RP11-656D10.6	1.25583
ZNF684	3.79191
RP1-63P18.2	0
GTF2F2P2	0
RP4-739H11.3	0
MIR30E	0
MIR30C1	0
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	4.28892
SLFNL1	3.27478
RPL23AP17	0.115025
RP11-399E6.1	0.228815
RP11-399E6.2	0
RP11-399E6.4	4.41731
RNA5SP45	0
EDN2	0.872404
HIVEP3	1.63334
RP11-486B10.3	0
RP11-486B10.4	0.0472987
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0
RP11-223A3.1	0.657693
RIMKLA	0.330342
RP11-157D18.2	0
ZMYND12	1.5535
CCDC30	2.1101
RP11-163G10.2	0
TMSB4XP1	1.4544
RNU6-536P	0
RP11-163G10.4	0
RP5-994D16.3	1.43689
CLDN19	0.0388706
RP5-994D16.9	2.74459
TMEM269	0.279094
RP11-342M1.3	0.67475
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0.0506471
RP5-848E13.5	0
SLC2A1-AS1	1.71273
RP5-848E13.4	0.0897592
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	0.405308
CFAP57	0.177326
RNA5SP46	0
TMEM125	0.131584
C1orf210	0.120013
MPL	0.482091
RP1-92O14.3	1.43825
CDC20	0.768616
RP1-92O14.6	2.35427
SZT2-AS1	0
HYI-AS1	0.299965
KDM4A-AS1	2.00814
RP11-184I16.4	0.182116
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
ARTN	2.64513
RP11-7O11.3	2.70021
RP5-1198O20.4	1.23719
RP5-1198O20.5	0.193028
KRT8P47	0
RN7SL479P	0
KLF17	1.15123
RP11-570P14.1	0.361141
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.224853
ERI3-IT1	0.755527
RNU6-369P	0
MIR5584	0
C1orf228	3.08402
RNU5F-1	0
RNU5D-1	0
KIF2C	1.48309
RP11-269F19.2	0.237191
SNORD46	3.59484
SNORD38A	0
RPS15AP11	0.815689
BEST4	2.21402
TCTEX1D4	1.68234
RP5-882O7.1	1.163
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.104361
MRPS17P1	0.0194503
OSTCP5	0
LINC01144	2.24134
HPDL	0.967425
RP11-291L19.1	0
CCDC163	4.8504
MMACHC	3.34007
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
CCDC17	4.02913
RPS15AP10	3.14951
RP11-767N6.2	3.23637
RP11-630I5.1	0.088234
TMA16P2	0
RP4-533D7.4	0.383903
RP4-533D7.3	0
RP4-533D7.5	0
TSPAN1	2.23455
RP11-322N21.2	0
RAD54L	0.455989
RP4-603I14.3	0.0865131
FAAHP1	0.277999
LINC01398	0
DMBX1	0
RP11-49P4.7	0
MKNK1-AS1	0.828847
KNCN	0
NENFP1	0.134882
TEX38	0.129418
EFCAB14-AS1	0.442137
RP11-8J9.5	0
CYP4Z2P	0.0721984
RP11-346M5.1	0
CYP4A11	0.141221
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4X1	4.80192
CYP4Z1	0.329535
RP11-184J23.2	0
CYP4A22-AS1	0.0416292
CYP4A22	0.0513663
MTND1P34	0
LINC00853	0.189837
PDZK1IP1	0.431297
RP1-18D14.7	1.78205
STIL	0.80848
LINC01389	0.534203
FOXE3	0.0415594
FOXD2-AS1	2.4037
FOXD2	0.697582
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
TRABD2B	2.30554
RP11-330M19.1	0.125821
RP4-683M8.2	0
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	0.615436
RP5-1024N4.6	0.0152469
RP5-1024N4.2	0
SLC5A9	1.272
RP5-1024N4.4	3.13467
RP5-1024N4.5	0.281212
PPP1R8P1	0.278583
RNU6-723P	0
RP11-329A14.1	0.0698218
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0660988
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0085801
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.326383
HMGB1P45	0
FCF1P6	0
DMRTA2	0.0343505
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.334844
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.143387
LINC01562	0.177602
RP11-296A18.5	0.583538
RP11-296A18.6	0.196696
TTC39A	0.210268
TTC39A-AS1	0
RP11-275F13.3	0.366396
RNU6-877P	0
RP11-253A20.1	0.183546
RP11-191G24.1	0.216343
RNU6-1281P	0
CALR4P	0
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	3.7145
RP4-657D16.6	0.763089
MIR761	0
TSEN15P2	0.186043
RAB3B	0.0267798
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	1.41124
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.129691
RP11-155O18.6	3.47923
PLA2G12AP1	0.324548
ORC1	0.717391
RP11-25O10.2	0.0890724
EEF1GP7	0.0779513
FAM159A	0.252874
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	3.04751
RNU6-969P	0
ZYG11A	0.0982385
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	4.65939
RP11-334A14.8	2.10774
RP5-1024G6.9	0
RP5-1024G6.2	0.821214
RP5-1024G6.7	0.0751049
RP5-1024G6.5	0.665356
LRP8	2.21989
RP4-784A16.1	0
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.0954199
RP11-117D22.1	0
RP11-117D22.2	0
SLC25A3P1	0
DMRTB1	0
GLIS1	1.70193
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
DIO1	0.320852
HNRNPA3P12	0.262011
LDLRAD1	0
RP4-758J24.6	2.98474
TCEANC2	3.08633
MIR4781	0
RP4-758J24.4	0
CDCP2	0.134952
RP11-446E24.3	0.0671082
CYB5RL	4.89751
SSBP3-AS1	4.36308
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	2.29998
FAM151A	0.247486
RP11-240D10.4	0.0801813
TTC22	1.2818
RP11-67L3.2	0
LEXM	0.0347862
RP11-67L3.5	0
RP11-67L3.4	0
TMEM61	0.0675809
BSND	0
PCSK9	0.0674579
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0952813
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0.0636914
RPSAP20	0.223847
RP11-504A18.1	1.34967
LINC01767	0.181887
RPL21P23	0.231462
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	4.62764
C1orf168	0.0479274
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	0.652065
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0866311
RPS26P15	0.137878
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0.21481
RN7SL713P	0
TACSTD2	4.84222
RP4-592A1.2	0.478466
RP11-63G10.4	0.134738
LINC01135	0.487009
RP11-63G10.3	0.752989
RP11-63G10.2	0
RP4-794H19.1	1.67588
LINC01358	1.05016
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0667387
RP11-467C18.1	1.25712
FGGY	2.26075
MIR4711	0
RP4-782L23.2	0.489062
HOOK1	0.365769
CYP2J2	0.103027
RN7SL475P	0
C1orf87	0
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.0360995
RP11-436K8.1	0.0897889
NFIA-AS2	0.231518
RP4-802A10.1	0.229906
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	3.68399
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0673164
RP5-1155K23.4	0
KANK4	0.0882663
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.248858
RP5-849H19.3	0.126748
RP5-849H19.2	0
RP11-230B22.1	0.318709
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0.335496
FOXD3	0.341457
MIR6068	0
Y_RNA	0
