Name	Bladder
PPP1R11P1	0
RP11-293F5.8	0
RP11-293F5.1	0
NBPF2P	1.52007
HS6ST1P1	0.554657
CROCCP5	0
NBPF3	3.37027
PFN1P10	0
RP11-63N8.3	0
RAP1GAP	1.67742
RP11-132G19.3	0
RP11-26H16.1	0.105341
RP11-26H16.4	0
CELA3B	1.41066
RN7SL386P	0
RNU6-1022P	0
RN7SL186P	0
RNU6-776P	0
LINC01635	0.0598582
CDC42-IT1	0.130505
RP1-224A6.8	0.136157
RP1-224A6.9	0.784317
WNT4	3.19613
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.36313
EPHA8	0.0212168
MIR6127	0
EPHB2	2.0759
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.15263
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0
RNU6-514P	0
RNU6-135P	0
HTR1D	0.0703118
RP5-1057J7.1	0
RP5-1057J7.7	0.731579
RP4-654C18.1	0.094416
E2F2	0.138768
RP1-150O5.3	0.624946
MDS2	0.0703297
RP11-223J15.2	0
ELOA-AS1	4.06313
CNR2	0.0264455
BTBD6P1	0
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.136822
RP11-293P20.4	0
IL22RA1	0.297952
IFNLR1	0.30019
RP11-10N16.2	0
RP11-10N16.3	0.132697
GRHL3	3.61836
STPG1	1.82044
NIPAL3	3.09871
RCAN3	3.05149
RP4-594I10.3	0
NCMAP	0.435227
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	2.35005
MIR6731	0
RP11-84D1.1	0
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	0.604207
RP3-465N24.5	1.02154
RHD	0.378137
SDHDP6	0.940772
RP11-335G20.7	0
RHCE	0.225597
RP3-469D22.1	0.252434
RP11-70P17.1	1.49893
RP1-187B23.1	0.219825
RP1-317E23.3	0.956879
AUNIP	0.591692
RP1-125I3.2	0.143965
Y_RNA	0
SNRPFP2	0
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	0.518796
SLC30A2	0.614697
RP11-96L14.9	0.0504739
TRIM63	3.3568
RP11-96L14.8	0
RP11-96L14.7	0.393941
ZNF593	0
CATSPER4	0
RP11-231P20.2	0.0956275
RP11-231P20.6	0
CEP85	4.4269
RP11-231P20.5	0.0760275
AIM1L	0.799982
RP11-569G9.7	0.164277
ZNF683	0.139191
LIN28A	0.0101741
RP3-476K8.4	0.243349
RP3-476K8.3	1.11629
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	0.440056
RN7SL165P	0.172561
NR0B2	0
KDF1	1.14124
RPL12P13	0.117929
RP11-344H11.5	0
OSTCP2	0
RP11-40H20.5	0
CHCHD3P3	0.10382
NPM1P39	0.293423
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.316964
RNU6-48P	0.375899
ACTG1P20	1.65526
FCN3	2.02895
CD164L2	0.0741068
RP1-144C9.2	0
GPR3	0.877198
RP4-752I6.1	0
RP1-159A19.4	1.43768
RP1-159A19.3	1.06144
RP11-288L9.1	0
RP11-288L9.4	0.0525708
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.32573
RPEP3	0
RP3-426I6.5	0.818729
RP3-426I6.6	1.55898
RNU6-1245P	0
SCARNA1	0
SMPDL3B	0.147294
RP11-460I13.2	0
RP11-460I13.6	1.09595
RN7SL559P	0
SPCS2P4	0.860657
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	4.1278
RP5-1092A3.4	1.46491
RP5-1092A3.5	0
Y_RNA	0
RP1-308E4.1	0
RNU6ATAC27P	0
SNORA73A	3.03889
SNORA73B	3.8308
PRDX3P2	0.108747
RP4-669K10.8	0.266817
SNORD99	0
SNORA16A	0
RAB42	1.49851
LINC01715	1.04529
RNU11	0
SCARNA24	0
OPRD1	0.0364612
RP1-212P9.3	0
Y_RNA	0
RP4-604A21.1	0.10037
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0
uc_338	2.57684
RP11-467D18.2	0.259988
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.215935
MATN1-AS1	2.6695
MIR4420	0
RP5-1125N11.1	0
LINC01778	0.60551
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.0529886
RP11-490K7.4	2.44501
RP11-266K22.2	0
RP11-439L8.2	0
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.019105
RP11-73M7.1	0.934635
HCRTR1	0.0786638
RP11-73M7.9	0.1244
ADGRB2	3.05938
MIR4254	0
RP11-84A19.3	0
SPOCD1	4.70917
RP11-84A19.2	0
RP11-84A19.4	1.43892
RP4-534N18.2	0.470316
RP11-277A4.4	0.159723
MIR5585	0
Metazoa_SRP	0
CCDC28B	4.90741
RP4-622L5.7	1.33908
IQCC	4.37597
DCDC2B	0.603315
LCK	2.95017
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.142326
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.0792888
Y_RNA	0
RP11-114B7.6	0
FNDC5	1.45525
HPCA	0.575864
RP5-1174N9.2	0.136163
RP4-803A2.1	0
RP4-803A2.2	0.0823294
Metazoa_SRP	0
RP1-117O3.2	0
AZIN2	2.03283
RP11-131M11.2	1.53663
RP11-131M11.3	0.576551
RP11-415J8.7	0.762337
A3GALT2	0.165661
RP11-415J8.3	3.12419
MIR3605	0.457059
RN7SKP16	2.61614
RP11-415J8.5	0.354451
TLR12P	0
ZSCAN20	1.77354
RP4-580O19.2	0.276898
CSMD2	0.166505
HSPD1P14	0
HMGB4	0.0318452
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
RP4-657M3.2	0
MIR552	0
GJB5	1.64915
GJB4	0.286727
GJB3	2.00364
RP1-34M23.5	0
RP5-997D16.2	4.86006
DLGAP3	0.491251
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	0.775079
TFAP2E	1.78259
CLSPN	0.177206
RP11-435D7.3	0
RP4-789D17.4	0
RP4-665N4.8	0.319634
RP4-665N4.4	0
TEKT2	0.216508
RN7SL131P	0
UBE2V2P4	0
SH3D21	2.73867
RNU4-27P	0
SNORA63	0.283954
FTLP18	0
RP4-614N24.1	0
GRIK3	1.53607
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.396094
RP3-423B22.5	0.603058
RSPO1	1.97655
CDCA8	1.07517
EPHA10	0.212374
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	2.04065
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.377572
POU3F1	0.613409
RP5-884C9.2	0.267764
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.153587
RP5-864K19.4	1.31056
GJA9	0.367658
RHBDL2	1.40425
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	0.821302
RP11-420K8.1	0
HSPE1P8	0
BMP8A	0.721195
OXCT2P1	0.442556
PPIEL	3.31808
SNORA55	1.628
RP11-69E11.8	0.306101
RP1-144F13.3	0
NT5C1A	0.102692
HPCAL4	0.0516748
RP1-144F13.4	0
RNU7-121P	0
BMP8B	3.12242
OXCT2	0.30437
RP1-118J21.25	0.0918814
RP1-118J21.24	0
Y_RNA	0
MYCL	2.90251
RP1-118J21.5	0.199714
Y_RNA	0
MFSD2A	1.70276
RP3-342P20.2	1.07745
RP11-115D7.3	0
RNU6-1237P	0
TMCO2	0
RP1-39G22.4	0.211029
RP1-228H13.1	0.157761
RP1-228H13.2	0
ZFP69B	1.11164
RP1-228H13.5	1.2992
RP11-656D10.7	0.226046
ZFP69	4.38243
RP11-656D10.3	1.74277
EXO5	3.61431
RP11-656D10.5	0
RP11-656D10.6	0.814818
ZNF684	2.5715
RP1-63P18.2	0
GTF2F2P2	0
RIMS3	3.82477
RP4-739H11.3	0
MIR30E	0
MIR30C1	0
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	1.57232
SLFNL1	1.3374
RPL23AP17	0
RP11-399E6.1	0.361547
RP11-399E6.2	0
FOXO6	4.44446
RP11-399E6.4	2.14151
RNA5SP45	0
EDN2	1.21068
HIVEP3	1.55121
RP11-486B10.3	0
RP11-486B10.4	0.212629
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0
RP11-223A3.1	0.538816
RIMKLA	0.526692
RP11-157D18.2	0
ZMYND12	1.44355
CCDC30	1.17771
RP11-163G10.2	0
TMSB4XP1	0.528708
RNU6-536P	0
RP11-163G10.4	0.0955374
RP5-994D16.3	1.02737
CLDN19	0.324884
RP5-994D16.9	2.57319
TMEM269	0.148459
RP11-342M1.3	0.607877
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0.0598792
RP5-848E13.5	1.36089
SLC2A1-AS1	2.27165
RP5-848E13.4	0
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	1.51388
CFAP57	0.172252
RNA5SP46	0
TMEM125	1.22926
C1orf210	0.599894
MPL	0.336677
RP1-92O14.3	1.00597
CDC20	1.0397
RP1-92O14.6	1.11375
SZT2-AS1	0
HYI-AS1	0.512265
KDM4A-AS1	1.77899
RP11-184I16.4	0.0869462
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
ARTN	1.98993
RP11-7O11.3	1.87089
RP5-1198O20.4	1.46978
RP5-1198O20.5	0.0773485
KRT8P47	0
RN7SL479P	0
KLF17	1.0158
RP11-570P14.1	0.192979
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.10258
ERI3-IT1	0.438981
RNU6-369P	0
MIR5584	0
C1orf228	1.55531
RNU5F-1	0
RNU5D-1	0
KIF2C	1.13702
RP11-269F19.2	0.11729
SNORD46	3.13675
SNORD38A	0
RPS15AP11	0.45088
BEST4	0.61328
TCTEX1D4	0.817045
BTBD19	4.92188
PTCH2	4.40104
RP5-882O7.1	0.803652
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.0777708
MRPS17P1	0
OSTCP5	0
LINC01144	1.39078
HPDL	0.837623
RP11-291L19.1	0
CCDC163	4.2915
MMACHC	2.92216
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
CCDC17	2.68361
RPS15AP10	1.31514
RP11-767N6.2	1.63335
RP11-767N6.7	4.41442
RP11-630I5.1	0.0884086
TMA16P2	0
RP4-533D7.4	0.314017
RP4-533D7.3	0
RP4-533D7.5	0
RP11-322N21.2	0
RAD54L	0.365754
RP4-603I14.3	0
FAAHP1	0.208861
LINC01398	0
DMBX1	0.11565
RP11-49P4.7	0
MKNK1-AS1	0.572035
KNCN	0
NENFP1	0.064599
TEX38	0.104521
EFCAB14-AS1	0.314052
RP11-8J9.5	0
CYP4Z2P	0.355694
RP11-346M5.1	0
CYP4A11	0.0681335
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4Z1	0.910527
RP11-184J23.2	0.0629996
CYP4A22-AS1	0.045359
CYP4A22	0.123397
MTND1P34	0
LINC00853	0.222986
PDZK1IP1	0.283058
TAL1	4.31792
RP1-18D14.7	0.723817
STIL	0.653868
LINC01389	0.394461
FOXE3	0.0573851
FOXD2-AS1	1.54376
FOXD2	0.601854
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
RP11-330M19.1	0.23901
RP4-683M8.2	0.0964711
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	0.912524
RP5-1024N4.6	0.0177954
RP5-1024N4.2	0.0857453
SLC5A9	1.45056
RP5-1024N4.4	2.5779
RP5-1024N4.5	0.338705
PPP1R8P1	0.217777
RNU6-723P	0
RP11-329A14.1	0.0419289
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0549819
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0249302
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.282883
HMGB1P45	0
FCF1P6	0
DMRTA2	0.020603
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.301685
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.0734143
LINC01562	0.063616
RP11-296A18.5	0.468499
RP11-296A18.6	0.187709
TTC39A	0.417134
TTC39A-AS1	0
RP11-275F13.3	0.243515
RNU6-877P	0
RP11-253A20.1	0.0878899
RP11-191G24.1	0.189725
RNU6-1281P	0
CALR4P	0
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	2.84982
RP4-657D16.6	0.533278
MIR761	0
TSEN15P2	0
RAB3B	0.106124
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	1.19935
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.091471
RP11-155O18.6	2.22966
PLA2G12AP1	0.3931
ORC1	0.638154
RP11-25O10.2	0
EEF1GP7	0
FAM159A	0.146332
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	2.23551
RNU6-969P	0
ZYG11A	0.126644
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	4.04257
RP11-334A14.8	0.98675
RP5-1024G6.9	0
RP5-1024G6.2	0.463478
RP5-1024G6.7	0.0272287
RP5-1024G6.5	0.572385
LRP8	1.57543
RP4-784A16.1	0
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.109387
RP11-117D22.1	0
RP11-117D22.2	0.0781702
SLC25A3P1	0
DMRTB1	0
GLIS1	4.26373
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
DIO1	0.136467
HNRNPA3P12	0.163301
LDLRAD1	0
RP4-758J24.6	1.20864
TCEANC2	2.87423
MIR4781	0
RP4-758J24.4	0
CDCP2	0.106673
RP11-446E24.3	0.0690581
CYB5RL	3.30189
SSBP3-AS1	2.71325
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0.13908
RP5-866L20.2	0
HNRNPA1P63	0
FAM151A	0.639164
RP11-240D10.4	0.114568
PARS2	4.3544
TTC22	0.657778
RP11-67L3.2	0
LEXM	0.0426142
RP11-67L3.5	0
RP11-67L3.4	0.0729752
TMEM61	1.69237
BSND	0
PCSK9	0.149421
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0726395
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0.0475188
RPSAP20	0.139376
RP11-504A18.1	0.843747
LINC01767	0.186714
RPL21P23	0.242696
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	4.07582
C1orf168	0.108135
RP11-378I13.1	0
C8A	0.0213138
C8B	0
RP5-1103B4.3	0
DAB1	1.38355
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.067573
RPS26P15	0.163333
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0.212314
RN7SL713P	0
RP4-592A1.2	0.424715
RP11-63G10.4	0.34641
LINC01135	0.306504
RP11-63G10.3	0.393872
RP11-63G10.2	0
RP4-794H19.1	1.0337
LINC01358	0.169367
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0160199
RP11-467C18.1	0.356993
FGGY	2.1847
MIR4711	0
RP4-782L23.2	0.343686
HOOK1	0.454181
CYP2J2	2.74031
RN7SL475P	0
C1orf87	0.0061551
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.138911
RP11-436K8.1	0.0474955
NFIA-AS2	0.184897
RP4-802A10.1	0.295627
NFIA-AS1	0.0716657
RP11-430G17.1	0
RP11-430G17.3	2.32402
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.165137
RP5-1155K23.4	0
KANK4	0.255556
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.154236
RP5-849H19.3	0.052222
RP5-849H19.2	0
