Name	Testis
RP11-174G17.3	0.0295418
RP11-174G17	4.97227
RP11-422P22.1	0
KLHDC7A	0.442395
DYNLL1P3	0
RP1-8B22.2	0
PAX7	0.269487
TAS1R2	0.0715636
MIR4695	0
MIR1290	0
IFFO2	3.00433
RP5-1126H10.2	2.53225
RP1-43E13.2	1.58166
AKR7L	2.99169
AKR7A3	4.42276
RP4-657E11.10	2.49563
RNU6-1099P	0.299418
RN7SL277P	0
RNU4-28P	0
RP5-1056L3.1	4.40922
HTR6	0.38333
TMCO4	4.92134
RNF186	0.176054
RP11-91K11.2	0.166609
PLA2G2E	0.137441
RN7SL304P	0
PLA2G2D	0.0859026
PLA2G2F	0.112041
RP3-340N1.2	2.40164
PLA2G2C	0.768716
LINC01757	3.44802
RP4-745E8.2	0.228969
LINC01141	4.30625
RP4-749H3.2	0.485199
RPS4XP4	0.249685
FAM43B	1.26682
CDA	2.90202
PINK1-AS	3.40955
RP5-930J4.5	0.0617765
RNU7-200P	0
MIR1256	0
RPS15AP6	0.316702
RP11-487E1.2	0
HSPE1P27	0.128888
RP3-329E20.2	0.34314
RP5-1071N3.1	3.76499
PPP1R11P1	0.669539
RP11-293F5.8	0.391265
RP11-293F5.1	0.0996579
HS6ST1P1	1.11293
CROCCP5	0.142703
PFN1P10	0
RP11-63N8.3	0.25665
RP11-132G19.3	0
LDLRAD2	2.04727
RP11-26H16.1	0.0781596
RP11-26H16.4	0.0804882
CELA3B	3.75559
RN7SL386P	0
RNU6-1022P	0
CELA3A	3.36952
RN7SL186P	0
RNU6-776P	0
LINC01635	1.84429
CDC42-IT1	0.141797
RP1-224A6.8	0.195927
RP1-224A6.9	0.855568
WNT4	1.17215
MIR4418	0
RP11-415K20.1	0.0979575
RP11-415K20.2	0.0639408
ZBTB40-IT1	0.951165
EPHA8	4.49483
MIR6127	0
EPHB2	2.12224
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0.758114
RP1-184J9.2	0.3504
MIR3115	0
MIR4419A	0
RP5-979D14.1	0.0469809
RNU6-514P	0
RNU6-135P	0
HTR1D	0.648295
RP5-1057J7.1	4.43873
RP5-1057J7.7	0.180853
TCEA3	4.13108
RP4-654C18.1	0
RP1-150O5.3	2.58291
MDS2	0.493323
RP11-223J15.2	0.0788522
ELOA-AS1	4.99906
CNR2	0.255117
BTBD6P1	0.228026
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0.230696
RP11-4M23.7	0
RP11-293P20.2	1.55723
RP11-293P20.4	0
IL22RA1	1.21641
IFNLR1	1.55982
RP11-10N16.2	0.559585
RP11-10N16.3	1.84612
GRHL3	3.85032
NIPAL3	4.20067
RCAN3	2.72565
RP4-594I10.3	0
NCMAP	0.139452
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
MIR6731	0
RP11-84D1.1	1.32714
RP11-84D1.2	0.103048
MIR4425	0
RP4-799D16.1	1.38514
RP4-781L3.1	0
RP4-706G24.1	1.80315
RP3-465N24.6	4.46275
RP3-465N24.5	1.4364
RHD	0.817229
SDHDP6	0.491484
RP11-335G20.7	0
RHCE	4.12606
RP3-469D22.1	0.158715
RP11-70P17.1	0.633862
MAN1C1	2.99389
RP1-187B23.1	0.432115
RP1-125I3.2	0.185678
Y_RNA	0.242499
RP1-125I3.4	2.41527
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	1.49298
SLC30A2	0.426127
RP11-96L14.9	0.20059
TRIM63	0.292918
FAM110D	1.49225
RP11-96L14.8	0.260725
RP11-96L14.7	1.16749
ZNF593	0
RP11-231P20.2	2.15271
RP11-231P20.6	0.104539
RP11-231P20.5	0.421396
CD52	0.771712
RP11-569G9.7	0.352249
RP3-476K8.4	0.736239
DPPA2P2	0.182853
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RN7SL165P	0.162557
SFN	1.18029
NR0B2	2.69308
RPL12P13	0
RP11-344H11.5	0
OSTCP2	0.0999693
TRNP1	4.17687
RP11-40H20.5	0
CHCHD3P3	0.419375
NPM1P39	0.863725
SNRPEP7	0
RP11-40H20.4	3.99594
Y_RNA	0
RP11-4K3__A.3	0.314425
RNU6-48P	0.435731
ACTG1P20	1.57249
SYTL1	4.40487
FCN3	3.36362
CD164L2	0.940263
RP1-144C9.2	0
GPR3	0.595451
RP4-752I6.1	0
RP1-159A19.4	1.1929
FGR	4.14806
RP1-159A19.3	4.0975
RP11-288L9.1	0.306399
RP11-288L9.4	0.967389
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.74827
RPEP3	0.0979512
RP3-426I6.5	0.424837
RP3-426I6.6	0.885276
RNU6-1245P	0
SCARNA1	0
SMPDL3B	1.49506
RP11-460I13.2	0.186101
RP11-460I13.6	1.17368
RN7SL559P	0.0914535
SPCS2P4	1.98718
RP5-1053E7.2	0
RP5-1053E7.3	0.440353
RNU6-176P	0
PTAFR	2.10332
RP5-1092A3.4	2.94722
RP5-1092A3.5	0.382063
Y_RNA	0
RP1-308E4.1	0.0600596
RNU6ATAC27P	0
SNORA73A	1.26128
SNORA73B	1.63591
PRDX3P2	0.30753
RP4-669K10.8	0.910624
SNORD99	0
SNORA44	2.35104
SNORA16A	0
RAB42	2.16765
LINC01715	1.64651
RNU11	0
SCARNA24	0
OPRD1	0.34493
RP1-212P9.3	0.168761
Y_RNA	0
RP4-604A21.1	0.0911964
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0.270617
uc_338	1.91453
LINC01756	0.716859
RP11-810H18.1	0
RP4-656G21.1	0.480951
RP11-179G8.1	0
LINC01648	0.33818
RP5-893G23.1	0.0755352
RP3-357I16.1	0
RP4-591L5.1	1.98961
RP4-591L5.2	0
MATN1	0.788202
MATN1-AS1	1.20656
MIR4420	0
RP5-1125N11.1	0
LINC01778	2.15471
RN7SKP91	0
RP1-65J11.5	0.610184
RN7SL371P	0.70092
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.878896
RP11-490K7.4	1.71217
RP11-266K22.2	0
RP11-439L8.2	0
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.0465355
RP11-73M7.1	0.12558
HCRTR1	0.209131
RP11-73M7.9	1.9391
MIR4254	0
RP11-84A19.3	0
RP11-84A19.2	0.0437604
RP11-84A19.4	0.705059
RP4-534N18.2	0.239806
RP11-277A4.4	0.25985
MIR5585	0
Metazoa_SRP	0
FAM167B	2.07591
LCK	1.05664
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	1.44423
GAPDHP20	0.208412
RP11-395N6.4	0
LRRC37A12P	0.167529
RN7SL122P	0
ZBTB8B	0.462774
ZBTB8A	3.20222
Y_RNA	0
SYNC	4.2157
RP11-114B7.6	0
RP5-1174N9.2	0.361505
RP4-803A2.1	0.479864
RP4-803A2.2	2.30222
Metazoa_SRP	0
RP1-117O3.2	3.08929
RP11-131M11.2	0.839671
RP11-131M11.3	1.32072
RP11-415J8.7	1.40322
A3GALT2	0.972293
RP11-415J8.3	3.22525
MIR3605	0
RN7SKP16	1.25384
TLR12P	0.0674278
ZSCAN20	3.13629
RP4-580O19.2	0.657925
CSMD2	0.93218
HSPD1P14	0
RNA5SP42	0
RP4-657M3.2	0.175778
MIR552	0
GJB4	0.339068
GJB3	1.59028
RP1-34M23.5	0.426882
RP5-997D16.2	4.24763
RPL12P45	0.32761
EFCAB14P1	0.165411
Y_RNA	0
RN7SL503P	0
SNORA62	0
RPL5P4	1.98731
ZMYM4-AS1	0.128172
Metazoa_SRP	0
RP4-728D4.3	0.0817644
RP4-728D4.2	1.0818
RP11-435D7.3	0.717201
RP4-789D17.4	0
RP4-665N4.8	0.559311
COL8A2	1.89165
RN7SL131P	0
UBE2V2P4	0
RNU4-27P	0
SNORA63	0.971065
CSF3R	1.27699
FTLP18	0
RP4-614N24.1	0.761507
GRIK3	1.1607
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.826252
RP3-423B22.5	0.905482
RSPO1	0.497542
Y_RNA	0
ACTN4P2	0.318858
RP11-109P14.2	0.0734012
MANEAL	3.14857
RP11-109P14.8	0.0528274
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.693756
POU3F1	1.38272
RP5-884C9.2	0.459307
RP5-884C9.3	0
MIR3659	0
LINC01343	3.77268
RP11-329N22.2	0
RNU6-753P	0
LINC01685	3.93793
RP11-334L9.1	0.0897355
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	1.47368
RP11-420K8.1	0
HSPE1P8	0
PPIEL	3.08324
SNORA55	2.4596
RP1-144F13.3	0.466183
NT5C1A	0.248399
RP1-144F13.4	0.797166
RNU7-121P	0
RP1-118J21.25	2.26515
RP1-118J21.24	0
Y_RNA	0
MYCL	1.73101
RP1-118J21.5	1.26893
Y_RNA	0
RP11-115D7.3	2.73139
RNU6-1237P	0
RP1-39G22.4	0.127039
RP1-228H13.1	0.163122
RP1-228H13.2	0
ZFP69B	2.11585
RP1-228H13.5	2.03398
RP11-656D10.7	0.73354
RP11-656D10.3	2.79114
EXO5	4.92901
RP11-656D10.5	0
RP11-656D10.6	3.10445
RP1-63P18.2	0
GTF2F2P2	0.167441
RP4-739H11.3	2.83498
MIR30E	0
MIR30C1	0
KCNQ4	2.62303
RN7SL326P	0
RP5-1066H13.4	3.42802
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	3.98375
RPL23AP17	0
RP11-399E6.2	0.423251
RP11-399E6.4	1.30244
RNA5SP45	0
EDN2	0.622281
HIVEP3	1.59265
RP11-486B10.3	0
RP11-486B10.4	0.0787873
HNRNPFP1	1.21231
RP11-319C21.1	0
GUCA2B	0.381005
GUCA2A	0.454078
RP11-223A3.1	2.36124
RIMKLA	1.94811
RP11-157D18.2	0.0877174
RP11-163G10.2	0
TMSB4XP1	0.21611
RNU6-536P	0
RP11-163G10.4	0.375609
CLDN19	0.0840705
TMEM269	2.44113
RP11-342M1.3	2.1324
RP11-342M1.6	0.240396
ATP6V1E1P1	0.358055
RP5-848E13.5	0
SLC2A1-AS1	1.45167
RP5-848E13.4	0.0622033
RNU6-880P	0
U6	0
RP3-393B19.1	0
RNA5SP46	0
TMEM125	3.45171
C1orf210	0.75731
TIE1	4.99449
MPL	1.47414
SZT2-AS1	0
HYI-AS1	1.67638
KDM4A-AS1	4.65273
RP11-184I16.4	2.60579
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0.0411021
ARTN	3.2552
RP11-7O11.3	0.971058
SLC6A9	1.51471
RP5-1198O20.4	2.37004
RP5-1198O20.5	0.120553
KRT8P47	0
RN7SL479P	0
RP11-570P14.1	0.839995
KLF18	0.222668
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.725566
RNU6-369P	0
MIR5584	0
RNU5F-1	0.818831
RNU5D-1	0
RP11-269F19.2	1.9155
SNORD46	1.44328
SNORD38A	0
RPS15AP11	0.268395
BEST4	1.98292
TCTEX1D4	0.981106
BTBD19	4.32078
RP5-882O7.1	0.989275
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.728864
MRPS17P1	0.340299
OSTCP5	0
LINC01144	3.73141
HPDL	0.807709
RP11-291L19.1	0
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
CCDC17	3.75278
RPS15AP10	1.92354
RP11-767N6.2	2.02329
RP11-767N6.7	3.60672
RP11-630I5.1	0.0630531
TMA16P2	0.251988
RP4-533D7.4	0.229245
RP4-533D7.3	0
RP4-603I14.3	0
FAAHP1	2.48331
LINC01398	3.07107
DMBX1	2.6184
RP11-49P4.7	0.774721
KNCN	3.11728
NENFP1	0.637472
RP11-8J9.5	0
CYP4B1	0.833385
CYP4Z2P	0.0954736
RP11-346M5.1	0
CYP4A11	0.152595
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4Z1	0.975592
RP11-184J23.2	0.0320428
CYP4A22-AS1	0.647766
CYP4A22	0.208425
MTND1P34	0
LINC00853	1.39501
PDZK1IP1	1.01847
TAL1	2.5052
RP1-18D14.7	1.70971
FOXE3	2.28272
FOXD2-AS1	1.7012
FOXD2	1.15254
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0.0447899
TRABD2B	2.34234
RP11-330M19.1	4.38763
RP4-683M8.2	1.72712
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	1.17831
RP5-1024N4.6	0.195675
RP5-1024N4.2	1.21294
SLC5A9	4.13151
RP5-1024N4.4	1.28302
RP5-1024N4.5	0.174044
PPP1R8P1	1.065
RNU6-723P	0
RP11-329A14.1	0.16041
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.878932
RP11-141A19.1	0.666805
RP11-141A19.2	0.453027
AGBL4-IT1	0.601405
RP5-926E3.1	0.189287
ZNF859P	0.0853078
RP11-93G23.2	0.0302873
MTND2P29	0
RP11-492I2.1	0
RP11-567C20.2	0.220315
RP11-567C20.3	1.13361
RP11-183G22.1	0.737033
HMGB1P45	0.505781
FCF1P6	0.269194
DMRTA2	4.54923
RNU6-1026P	0
PHBP12	0.309328
MRPS6P2	0
MIR4421	0
MIR6500	0
Y_RNA	0
CFL1P2	1.9449
LINC01562	0.404436
RP11-296A18.5	0.351449
RP11-296A18.6	0.588443
TTC39A-AS1	0.0952097
RP11-275F13.3	0.300692
RNU6-877P	0
RP11-253A20.1	0.214143
RP11-191G24.1	1.01555
RNU6-1281P	0
CALR4P	2.69899
GAPDHP51	0.152603
SLC25A6P3	0.13643
SNORA26	0
RP4-657D16.3	1.54045
RP4-657D16.6	0.314494
MIR761	0
TSEN15P2	0.330496
RAB3B	0.824906
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0.298051
TXNDC12-AS1	1.60133
RN7SL788P	0
RP4-800M22.1	1.75791
RP4-800M22.2	0
PDCL3P6	0.149648
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.21234
RP11-155O18.6	3.93159
PLA2G12AP1	1.09697
EEF1GP7	2.26523
FAM159A	1.27035
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	0.892078
RNU6-969P	0
RP4-631H13.2	1.07163
RP4-631H13.4	0.31552
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	1.76614
RP11-334A14.8	0.456517
RP5-1024G6.9	0.118461
RP5-1024G6.2	0.962019
RP5-1024G6.7	1.50846
RP4-784A16.3	1.61497
RP4-784A16.4	0.520729
LINC01771	3.3689
RP11-117D22.2	0.429461
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0.575357
DIO1	1.13799
HNRNPA3P12	0.379919
LDLRAD1	0.569331
RP4-758J24.6	2.12631
MIR4781	0
RP4-758J24.4	0.165642
CDCP2	0.158289
RP11-446E24.3	0.161106
CYB5RL	2.54262
SSBP3-AS1	2.23378
RP5-997D24.3	0
RP4-705F19.1	0.34592
RP5-866L20.1	1.07315
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	2.59336
FAM151A	1.75355
RP11-240D10.4	0.0832215
TTC22	1.31725
RP11-67L3.5	0
TMEM61	0.763914
BSND	0.593251
PCSK9	1.10381
RP11-101C11.1	0
GYG1P3	0.0417931
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	3.45883
PIGQP1	0
LINC01755	4.48116
RP1-158P9.1	0.848289
RPSAP20	0.0707621
RP11-504A18.1	0.206064
LINC01767	0.261769
RPL21P23	0.115178
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	1.97538
C1orf168	3.63086
RP11-378I13.1	0.808299
C8A	0.0425428
C8B	1.22248
RP5-1103B4.3	0.134184
DAB1	0.683048
RP6-102O10.1	1.45166
RPS20P5	0
HNRNPA1P6	0.060665
RPS26P15	0
RP11-393I23.4	0.495822
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0.0929914
RN7SL713P	0
TACSTD2	1.04044
RP4-592A1.2	0.519398
RP11-63G10.4	0.261207
LINC01135	0.476768
RP11-63G10.3	3.05391
RP11-63G10.2	0
RP4-794H19.1	1.45021
LINC01358	0.464553
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0.136593
RP11-467C18.1	0.441003
FGGY	1.94237
MIR4711	0
RP4-782L23.2	0.390707
CYP2J2	4.59995
RN7SL475P	0.0992984
PGBD4P8	0.34981
RP11-575B7.3	0.27697
LINC01748	0.117969
RP11-436K8.1	0.118033
NFIA-AS2	0.0823003
RP4-802A10.1	0.357071
RP11-430G17.3	2.04516
PATJ	4.96957
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0.163557
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
RP5-1155K23.4	0.244644
KANK4	0.977625
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.276104
RP5-849H19.3	0.130028
RP5-849H19.2	0.155651
RP11-230B22.1	0.78125
RP4-771M4.3	0.137506
RP4-771M4.2	0
LINC01739	1.19415
RP11-5P4.2	0.0884444
RP11-5P4.3	0
RP11-335E6.2	1.16395
RNA5SP49	0
RP11-335E6.3	0.356626
RPSAP65	2.24351
FOXD3	3.6476
MIR6068	0
Y_RNA	0
RP4-792G4.3	0.0439378
ALG6	4.53183
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.794476
RN7SL130P	0.599806
ROR1	1.09083
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
RNU7-62P	0
MIR4794	0
RAVER2	4.29526
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	2.80792
SLC2A3P2	0.270354
RP4-535B20.4	1.25049
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.148804
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
DNAJC6	2.09213
RP5-1044H5.1	3.47146
COX6CP13	3.54095
RNU2-15P	0
RP4-630A11.3	0.148885
LEPR	1.44901
RP11-430H12.2	0
RN7SL854P	0
PDE4B	3.2333
RP11-397C12.1	1.22544
RNU4-88P	0
SGIP1	4.12975
MIR3117	0
RP4-598P13.1	0.466659
TCTEX1D1	0.152871
INSL5	0.880307
RP11-342H21.2	0
SNORA31	0
IL23R	1.37808
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	2.0732
RNU6-387P	0.24597
LINC01702	0.0183795
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	2.75889
RP4-609E1.2	0.268116
DIRAS3	1.81873
ARL5AP3	0
CTBP2P8	1.64666
MIR1262	0
