Name	Prostate
CELA3B	0.679295
RN7SL386P	0
RNU6-1022P	0
CELA3A	2.29154
RN7SL186P	0
RNU6-776P	0
LINC01635	0
CDC42-IT1	0.139582
RP1-224A6.8	0.142953
RP1-224A6.9	2.11589
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.31405
EPHA8	0.0500256
MIR6127	0
EPHB2	1.56249
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.191079
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0.0736936
RNU6-514P	0
RNU6-135P	0
HTR1D	0.152572
RP5-1057J7.1	0
RP5-1057J7.7	3.44549
RP4-654C18.1	0.180862
E2F2	0.251292
RP1-150O5.3	0.896102
MDS2	0.0656333
RP11-223J15.2	0
CNR2	0.0389092
BTBD6P1	0.0270599
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.247039
RP11-293P20.4	0
IL22RA1	1.3906
RP11-10N16.2	0.125252
RP11-10N16.3	0.148033
GRHL3	1.86267
STPG1	3.2769
RP4-594I10.3	0.315701
NCMAP	2.02314
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	2.95938
MIR6731	0
RP11-84D1.1	0.146967
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	0.909557
RP3-465N24.5	1.82448
RHD	0.635465
SDHDP6	0.950966
RP11-335G20.7	0
RHCE	0.667664
RP3-469D22.1	0.159001
RP11-70P17.1	1.71798
RP1-187B23.1	0.654231
RP1-317E23.3	1.13958
AUNIP	0.54489
RP1-125I3.2	0.162039
Y_RNA	0
SNRPFP2	0
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	0.653215
SLC30A2	0.245103
RP11-96L14.9	0
TRIM63	0.779239
PDIK1L	4.40623
RP11-96L14.8	0
RP11-96L14.7	0.360595
ZNF593	0
CATSPER4	0.105498
RP11-231P20.2	0.176722
RP11-231P20.6	0
CEP85	4.35181
RP11-231P20.5	0
AIM1L	0.364556
RP11-569G9.7	0
ZNF683	0.550969
LIN28A	0.0141304
RP3-476K8.4	0.40118
RP3-476K8.3	1.28815
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	0.99467
RN7SL165P	0
NR0B2	0.0859223
RPL12P13	0.141795
RP11-344H11.5	0.101862
OSTCP2	0.180413
RP11-40H20.5	0
CHCHD3P3	0.0649705
NPM1P39	0.287343
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.748916
RNU6-48P	0.373034
ACTG1P20	1.81863
FCN3	4.72081
RP1-144C9.2	0
GPR3	1.11338
RP4-752I6.1	0
RP1-159A19.4	1.62485
RP1-159A19.3	1.16883
RP11-288L9.1	0
RP11-288L9.4	0.0729034
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.464903
RPEP3	0
RP3-426I6.5	1.20552
RP3-426I6.6	1.84946
RNU6-1245P	0
SCARNA1	0
SMPDL3B	2.3753
RP11-460I13.2	0
RP11-460I13.6	1.38149
RN7SL559P	0
SPCS2P4	1.11959
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	2.17724
RP5-1092A3.5	0
Y_RNA	0
RP1-308E4.1	0
RNU6ATAC27P	0
SNORA73A	2.2047
SNORA73B	4.4561
PRDX3P2	0.16645
RP4-669K10.8	0.254481
SNORD99	0
SNORA16A	0
RAB42	0.998851
LINC01715	0.825606
RNU11	0
GMEB1	4.86121
SCARNA24	0
OPRD1	0.0844132
RP1-212P9.3	0.0560686
Y_RNA	0
RP4-604A21.1	0.105574
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0
uc_338	1.99418
RP11-467D18.2	0.368928
LINC01756	0.0136518
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.307156
MATN1-AS1	3.25982
MIR4420	0
RP5-1125N11.1	0
LINC01778	0.62138
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.719844
RP11-490K7.4	2.56998
RP11-266K22.2	0
RP11-439L8.2	0.0363388
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.0276206
RP11-73M7.1	1.23978
HCRTR1	0.0914404
RP11-73M7.9	0.219142
ADGRB2	4.28917
MIR4254	0
RP11-84A19.3	0
SPOCD1	0.601483
RP11-84A19.2	0
RP11-84A19.4	1.00345
RP4-534N18.2	0.392715
RP11-277A4.4	0.225872
MIR5585	0
Metazoa_SRP	0
RP4-622L5.7	3.98693
DCDC2B	1.5147
LCK	3.76066
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.296829
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.108031
ZBTB8A	3.98071
Y_RNA	0
SYNC	4.10314
RP11-114B7.6	0
FNDC5	3.63843
HPCA	1.03647
RP5-1174N9.2	0.297251
RP4-803A2.1	0.178183
RP4-803A2.2	0.153825
Metazoa_SRP	0
RP1-117O3.2	0.0570915
AZIN2	4.07368
RP11-131M11.2	2.0834
RP11-131M11.3	0.763413
RP11-415J8.7	1.38184
A3GALT2	0.222465
RP11-415J8.3	3.77395
MIR3605	0.585209
RN7SKP16	2.69246
RP11-415J8.5	0.269175
TLR12P	0
ZSCAN20	1.47627
RP4-580O19.2	0.140658
CSMD2	0.25583
HSPD1P14	0
HMGB4	0.0299222
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0.0246614
RP4-657M3.2	0
MIR552	0
GJB4	0.911026
GJB3	4.52784
RP1-34M23.5	0
RP5-997D16.2	4.5477
DLGAP3	0.483115
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	0.910498
TFAP2E	3.80133
CLSPN	0.134109
RP11-435D7.3	0
RP4-789D17.4	0
RP4-665N4.8	0.463724
RP4-665N4.4	0.116527
TEKT2	1.4714
RN7SL131P	0
UBE2V2P4	0
RNU4-27P	0
SNORA63	0.690671
FTLP18	0
RP4-614N24.1	0
GRIK3	2.25447
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.539513
RP3-423B22.5	0.607382
CDCA8	1.31562
EPHA10	0.753229
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	2.64959
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.31273
POU3F1	0.204315
RP5-884C9.2	0.512322
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.0781454
RP5-864K19.4	1.60157
GJA9	0.512861
RHBDL2	1.77179
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	1.10339
RP11-420K8.1	0
HSPE1P8	0
BMP8A	1.76629
OXCT2P1	1.39818
PPIEL	4.07465
SNORA55	1.29393
RP11-69E11.8	0.490473
RP1-144F13.3	0.124961
NT5C1A	0.101879
HPCAL4	0.237381
RP1-144F13.4	0
RNU7-121P	0
BMP8B	4.05665
OXCT2	0.746603
RP1-118J21.25	0.652656
RP1-118J21.24	0
Y_RNA	0
MYCL	4.07146
RP1-118J21.5	0.0976092
Y_RNA	0
MFSD2A	2.32742
RP3-342P20.2	0.826225
RP11-115D7.3	0.106157
RNU6-1237P	0
TMCO2	0.0603799
RP1-39G22.4	0
RP1-228H13.1	0.18384
RP1-228H13.2	0
ZFP69B	0.900143
RP1-228H13.5	0.984184
RP11-656D10.7	0.203822
ZFP69	4.15138
RP11-656D10.3	2.11663
EXO5	4.30958
RP11-656D10.5	0
RP11-656D10.6	0.977467
ZNF684	2.75549
RP1-63P18.2	0
GTF2F2P2	0
RIMS3	4.44843
RP4-739H11.3	0
MIR30E	0
MIR30C1	0
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	1.98261
SLFNL1	1.91747
RPL23AP17	0
RP11-399E6.1	0.289231
RP11-399E6.2	0
RNA5SP45	0
EDN2	4.40213
HIVEP3	3.05037
RP11-486B10.3	0
RP11-486B10.4	1.99208
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0.0529713
RP11-223A3.1	0.980881
RIMKLA	0.859149
RP11-157D18.2	0
ZMYND12	2.71322
CCDC30	1.72846
RP11-163G10.2	0
TMSB4XP1	0.6985
RNU6-536P	0
RP11-163G10.4	0.0779276
RP5-994D16.3	2.03018
CLDN19	0.141958
RP5-994D16.9	2.19981
TMEM269	0.209289
RP11-342M1.3	0.720627
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0.042139
RP5-848E13.5	0.225698
SLC2A1-AS1	2.15317
RP5-848E13.4	0.0513478
RNU6-880P	0
U6	0
RP3-393B19.1	0
CFAP57	0.396874
RNA5SP46	0
MPL	0.266483
RP1-92O14.3	2.39163
CDC20	1.05657
RP1-92O14.6	2.49099
SZT2-AS1	0
HYI-AS1	0.455201
KDM4A-AS1	2.74287
RP11-184I16.4	0
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
RP11-7O11.3	2.12864
RP5-1198O20.4	0.232102
RP5-1198O20.5	0
KRT8P47	0
RN7SL479P	0
KLF17	0.0800116
RP11-570P14.1	0.220238
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.152559
ERI3-IT1	0.312549
RNU6-369P	0
MIR5584	0
C1orf228	3.58396
RNU5F-1	0
RNU5D-1	0
KIF2C	1.14074
RP11-269F19.2	0.331409
SNORD46	2.93559
SNORD38A	0
RPS15AP11	0.609447
BEST4	0.880529
TCTEX1D4	0.594081
RP5-882O7.1	1.15573
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.136185
MRPS17P1	0.0282421
OSTCP5	0
LINC01144	2.78683
HPDL	1.05124
RP11-291L19.1	0.15618
CCDC163	3.95145
MMACHC	2.94715
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
RPS15AP10	1.89606
RP11-767N6.2	1.84488
RP11-630I5.1	0.0639005
TMA16P2	0
RP4-533D7.4	0.439433
RP4-533D7.3	0
RP4-533D7.5	0.217349
RP11-322N21.2	0
RAD54L	1.07048
RP4-603I14.3	0
FAAHP1	2.45242
LINC01398	0.122499
DMBX1	0
RP11-49P4.7	0
MKNK1-AS1	0.603289
KNCN	0
NENFP1	0.0610993
TEX38	0.19002
EFCAB14-AS1	0.257009
RP11-8J9.5	0
CYP4Z2P	0.360631
RP11-346M5.1	0.0285125
CYP4A11	0.0878905
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4Z1	1.94638
RP11-184J23.2	0.0731881
CYP4A22-AS1	0.136529
CYP4A22	0.137013
MTND1P34	0
LINC00853	0.638252
TAL1	3.72153
RP1-18D14.7	1.03649
STIL	1.51566
LINC01389	0.628722
FOXE3	0.057081
FOXD2	2.64261
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
RP11-330M19.1	0.206871
RP4-683M8.2	0.0535073
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	1.45789
RP5-1024N4.6	0.0408869
RP5-1024N4.2	0.0796179
SLC5A9	0.939986
RP5-1024N4.4	3.33177
RP5-1024N4.5	0.501382
PPP1R8P1	0.343731
RNU6-723P	0
RP11-329A14.1	0.0683924
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0661406
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0548535
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.364102
HMGB1P45	0
FCF1P6	0
DMRTA2	0.0363892
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.367835
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.0780737
LINC01562	0.112783
RP11-296A18.5	0.586771
RP11-296A18.6	0.187101
TTC39A-AS1	1.3342
RP11-275F13.3	0.308785
RNU6-877P	0
RP11-253A20.1	0.18197
RP11-191G24.1	1.57012
RNU6-1281P	0
CALR4P	0.377785
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	2.9087
RP4-657D16.6	0.75942
MIR761	0
TSEN15P2	0.166541
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0.087791
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	0.784474
RP4-800M22.2	0
PDCL3P6	0.0679003
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.276141
PLA2G12AP1	0.370978
ORC1	0.874156
RP11-25O10.2	0
EEF1GP7	0
FAM159A	0.3506
COA7	4.72343
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	2.24647
RNU6-969P	0
ZYG11A	0.691239
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	2.49806
RP11-334A14.8	0.497817
RP5-1024G6.9	0
RP5-1024G6.2	0.685046
RP5-1024G6.7	0.0325284
RP5-1024G6.5	1.29906
LRP8	1.66795
RP4-784A16.1	0.0667304
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.0558709
RP11-117D22.1	0
RP11-117D22.2	0.0727802
SLC25A3P1	0
DMRTB1	0
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
DIO1	0.23934
HNRNPA3P12	0.129572
LDLRAD1	0.800898
RP4-758J24.6	3.15934
TCEANC2	2.42216
MIR4781	0
RP4-758J24.4	0
CDCP2	0.115662
RP11-446E24.3	0.0450981
CYB5RL	4.07809
SSBP3-AS1	2.74193
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0.649418
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	2.78769
FAM151A	0.398824
RP11-240D10.4	0.11078
PARS2	4.70661
RP11-67L3.2	0.175457
LEXM	0.156432
RP11-67L3.5	0
RP11-67L3.4	0.536292
TMEM61	3.10191
BSND	0.0570893
PCSK9	0.0963211
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.168797
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0.0815821
RPSAP20	0.197596
RP11-504A18.1	1.20523
LINC01767	0.224071
RPL21P23	0.168429
RPL23AP85	0.0949776
RP11-377K22.2	0
PRKAA2	4.89125
C1orf168	3.83522
RP11-378I13.1	0.038317
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	1.77749
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0690503
RPS26P15	0.129633
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0.11675
RP4-592A1.4	0.414258
RN7SL713P	0
RP4-592A1.2	0.696553
RP11-63G10.4	0.585428
LINC01135	0.740216
RP11-63G10.3	0.639232
RP11-63G10.2	0
RP4-794H19.1	1.80807
LINC01358	0.315298
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0275822
RP11-467C18.1	0.832377
FGGY	2.25615
MIR4711	0
RP4-782L23.2	0.495282
CYP2J2	2.5783
RN7SL475P	0
C1orf87	0.0247383
PGBD4P8	0
RP11-575B7.3	0
LINC01748	2.24167
RP11-436K8.1	0.059329
NFIA-AS2	0.123578
RP4-802A10.1	0.262953
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	2.50532
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0.183937
RN7SL180P	0.47532
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.268556
RP5-1155K23.4	0
KANK4	1.2667
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.161449
RP5-849H19.3	0.0495685
RP5-849H19.2	0.149064
RP11-230B22.1	0.241527
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0361684
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	2.44182
FOXD3	1.80458
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
EFCAB7	4.29351
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.688808
RN7SL130P	1.59017
ROR1	2.83014
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0372166
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
