Name	Thyroid
RN7SL186P	0
RNU6-776P	0
LINC01635	0.094277
CDC42-IT1	0.188034
RP1-224A6.8	0.233335
RP1-224A6.9	1.07942
WNT4	1.51139
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.67174
EPHA8	0.0255267
MIR6127	0
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.052741
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0.0891276
RNU6-514P	0
RNU6-135P	0
HTR1D	0.0350798
RP5-1057J7.1	0
RP5-1057J7.7	1.96087
RP4-654C18.1	0.0905173
E2F2	0.476605
RP1-150O5.3	1.83955
MDS2	1.53802
RP11-223J15.2	0
CNR2	0.379399
BTBD6P1	0.242058
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.212003
RP11-293P20.4	0
IL22RA1	1.81306
RP11-10N16.2	0
RP11-10N16.3	0
GRHL3	0.122996
STPG1	3.48039
RP4-594I10.3	1.40817
NCMAP	3.37565
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	2.3864
MIR6731	0
RP11-84D1.1	0.051802
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	1.32095
RP3-465N24.5	2.0165
RHD	0.630741
SDHDP6	1.34753
RP11-335G20.7	0
RHCE	0.469165
RP3-469D22.1	0.276167
RP11-70P17.1	1.90378
RP1-187B23.1	0.360602
RP1-317E23.3	1.98245
AUNIP	0.479067
RP1-125I3.2	0.20029
Y_RNA	0
SNRPFP2	0
RP1-125I3.4	0
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
EXTL1	0.740015
RP11-96L14.9	0.53622
TRIM63	0.452262
RP11-96L14.8	0
RP11-96L14.7	0.946407
ZNF593	0
CATSPER4	0.16554
RP11-231P20.6	0
RP11-231P20.5	0.130421
AIM1L	0.185286
RP11-569G9.7	0
ZNF683	0.886364
LIN28A	0.0121492
RP3-476K8.4	0.596457
RP3-476K8.3	1.90969
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	2.22297
RN7SL165P	0
SFN	2.62101
NR0B2	0.164338
RPL12P13	0.130905
RP11-344H11.5	0
OSTCP2	0.140243
RP11-40H20.5	0
CHCHD3P3	0.128792
NPM1P39	0.402329
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.633532
RNU6-48P	0.499462
ACTG1P20	2.59607
CD164L2	0.591042
RP1-144C9.2	0
GPR3	2.95411
RP4-752I6.1	0
RP1-159A19.4	0.226519
RP1-159A19.3	1.55976
RP11-288L9.1	0.113451
RP11-288L9.4	0.263702
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.664124
RPEP3	0
RP3-426I6.5	3.35182
RNU6-1245P	0
SCARNA1	0
RP11-460I13.2	0.368813
RP11-460I13.6	1.17246
RN7SL559P	0
SPCS2P4	2.10616
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	2.15415
RP5-1092A3.5	0.145933
Y_RNA	0
RP1-308E4.1	0
RNU6ATAC27P	0
SNORA73A	3.27614
PRDX3P2	0.197797
RP4-669K10.8	0.302501
SNORD99	0
SNORA16A	0
RAB42	1.0347
LINC01715	0.724608
RNU11	0
SCARNA24	0
OPRD1	0.0776555
RP1-212P9.3	0.0614222
Y_RNA	0
RP4-604A21.1	0
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0
uc_338	3.71199
RP11-467D18.2	0.589357
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.245155
MATN1-AS1	3.17495
MIR4420	0
RP5-1125N11.1	0
LINC01778	0.0295756
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.0694609
RP11-490K7.4	2.99439
RP11-266K22.2	0
RP11-439L8.2	0.0438551
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.0422517
RP11-73M7.1	3.42863
HCRTR1	1.32098
RP11-73M7.6	4.56006
RP11-73M7.9	0.49225
MIR4254	0
RP11-84A19.3	0
SPOCD1	0.392297
RP11-84A19.2	0
RP11-84A19.4	0.952389
RP4-534N18.2	0.354807
RP11-277A4.4	0.271178
MIR5585	0
Metazoa_SRP	0
DCDC2B	3.30402
LCK	4.31433
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.731491
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0
RN7SL122P	0
ZBTB8B	0.0295806
Y_RNA	0
SYNC	2.79338
RP11-114B7.6	0
FNDC5	3.34829
HPCA	0.807462
RP5-1174N9.2	0.506371
RP4-803A2.1	0.161665
RP4-803A2.2	0.188473
Metazoa_SRP	0
RP1-117O3.2	0.0919185
RP11-131M11.2	1.76774
RP11-131M11.3	1.07996
RP11-415J8.7	1.12745
A3GALT2	0.338203
RP11-415J8.3	4.77046
MIR3605	0.820945
RN7SKP16	4.46446
RP11-415J8.5	0.342444
TLR12P	0
ZSCAN20	1.82044
RP4-580O19.2	0.152716
CSMD2	0.183568
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
RP4-657M3.2	0
MIR552	0
GJB5	0.551974
GJB4	0.056897
GJB3	0.424087
RP1-34M23.5	0
DLGAP3	1.02182
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	0.637918
TFAP2E	1.30488
CLSPN	0.17947
RP11-435D7.3	0
RP4-789D17.4	0
RP4-665N4.8	0.373757
RP4-665N4.4	0.297977
RN7SL131P	0
UBE2V2P4	0
RNU4-27P	0
SNORA63	0.95356
FTLP18	0
RP4-614N24.1	0
GRIK3	0.346131
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.600507
RP3-423B22.5	0.575608
RSPO1	0.0825076
CDCA8	1.38813
EPHA10	0.216292
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	1.60356
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.361479
POU3F1	0.106902
RP5-884C9.2	0
RP5-884C9.3	0
MIR3659	0
LINC01343	0
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.178492
RP5-864K19.4	1.97445
GJA9	0.492348
RHBDL2	0.938624
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	0.565903
RP11-420K8.1	0
HSPE1P8	0.101674
OXCT2P1	1.85879
SNORA55	2.20455
RP11-69E11.8	0.892713
RP1-144F13.3	0.128998
NT5C1A	0.0771433
HPCAL4	0.190801
RP1-144F13.4	0
RNU7-121P	0
OXCT2	1.01206
RP1-118J21.25	1.35763
RP1-118J21.24	0
Y_RNA	0
MYCL	2.85826
RP1-118J21.5	0
Y_RNA	0
RP3-342P20.2	2.96056
RP11-115D7.3	0
RNU6-1237P	0
TMCO2	0
RP1-39G22.4	0
RP1-228H13.1	0.214651
RP1-228H13.2	0
ZFP69B	0.822224
RP1-228H13.5	0.829712
RP11-656D10.7	0.145189
ZFP69	3.62237
RP11-656D10.3	3.03039
EXO5	4.07797
RP11-656D10.5	0
RP11-656D10.6	1.17113
ZNF684	3.58653
RP1-63P18.2	0
GTF2F2P2	0
RIMS3	2.29221
RP4-739H11.3	0
MIR30E	0
MIR30C1	0
KCNQ4	1.71503
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	1.01065
SLFNL1	0.824812
RPL23AP17	0
RP11-399E6.1	0.189962
RP11-399E6.2	0
RNA5SP45	0
EDN2	0.609294
RP11-486B10.3	0
RP11-486B10.4	1.72494
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0.137415
RP11-223A3.1	1.29404
RIMKLA	0.879944
RP11-157D18.2	0
RP11-163G10.2	0
TMSB4XP1	0.778576
RNU6-536P	0
RP11-163G10.4	0.129215
RP5-994D16.3	2.60322
CLDN19	0.0233228
RP5-994D16.9	2.35068
TMEM269	0.1424
RP11-342M1.3	1.31921
RP11-342M1.7	0
RP11-342M1.6	0
ATP6V1E1P1	0.0604386
RP5-848E13.5	0.131946
SLC2A1-AS1	1.05519
RP5-848E13.4	0
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	0.152333
CFAP57	1.31417
RNA5SP46	0
MPL	0.481481
RP1-92O14.3	4.55413
CDC20	2.30514
RP1-92O14.6	4.76393
SZT2-AS1	0
HYI-AS1	0.586753
KDM4A-AS1	2.64206
RP11-184I16.4	0
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0
ARTN	1.52035
RP11-7O11.3	2.96229
RP5-1198O20.4	0.0897074
RP5-1198O20.5	0
KRT8P47	0
RN7SL479P	0
KLF17	0
RP11-570P14.1	0.274567
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0.0586567
ERI3-IT1	0.380268
RNU6-369P	0
MIR5584	0
C1orf228	2.18635
RNU5F-1	0
RNU5D-1	0
KIF2C	1.65626
RP11-269F19.2	0.334265
SNORD46	2.05548
SNORD38A	0
RPS15AP11	0.622647
BEST4	1.52215
TCTEX1D4	1.68747
RP5-882O7.1	1.03209
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.247548
MRPS17P1	0.0533779
OSTCP5	0
HPDL	1.25478
RP11-291L19.1	0
MMACHC	3.72674
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
RPS15AP10	2.41978
RP11-767N6.2	2.40204
RP11-630I5.1	0.0837106
TMA16P2	0
RP4-533D7.4	0.489605
RP4-533D7.3	0
RP4-533D7.5	0.301474
RP11-322N21.2	0
RAD54L	2.35118
RP4-603I14.3	0
LINC01398	0.388294
DMBX1	0
RP11-49P4.7	0
MKNK1-AS1	0.775153
KNCN	0
NENFP1	0.209419
TEX38	0.356627
EFCAB14-AS1	0.351116
RP11-8J9.5	0
CYP4Z2P	0.1641
RP11-346M5.1	0
CYP4A11	0.194929
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
CYP4Z1	0.868551
RP11-184J23.2	0.0359102
CYP4A22-AS1	0.075809
CYP4A22	0.119715
MTND1P34	0
LINC00853	0.931027
PDZK1IP1	1.07221
RP1-18D14.7	2.05347
STIL	1.01181
LINC01389	0.493909
FOXE3	0
FOXD2-AS1	1.87548
FOXD2	0.54448
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	0
TRABD2B	2.01231
RP11-330M19.1	0.103262
RP4-683M8.2	0.0179002
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	0.923775
RP5-1024N4.6	0.02408
RP5-1024N4.2	0
SLC5A9	1.50407
RP5-1024N4.4	3.55868
RP5-1024N4.5	0.568474
PPP1R8P1	0.310298
RNU6-723P	0
RP11-329A14.1	0.099652
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.398477
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0321645
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.254148
HMGB1P45	0
FCF1P6	0
DMRTA2	0.0296735
RP5-850O15.3	0
RNU6-1026P	0
PHBP12	0.50525
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.0750639
LINC01562	0.159202
RP11-296A18.5	0.540765
RP11-296A18.6	0.261515
TTC39A	3.29572
TTC39A-AS1	0.432836
RP11-275F13.3	0.315189
RNU6-877P	0
RP11-253A20.1	0.265331
RP11-191G24.1	0.380606
RNU6-1281P	0
CALR4P	0
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	3.94231
RP4-657D16.6	0.719032
MIR761	0
TSEN15P2	0.0985884
RAB3B	0.0177532
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0.1078
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	1.01742
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.150466
PLA2G12AP1	0.623492
ORC1	0.73398
RP11-25O10.2	0.20519
EEF1GP7	0.149623
FAM159A	0.668739
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	2.19485
RNU6-969P	0
ZYG11A	3.57149
RP4-631H13.2	0.69846
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
SLC1A7	2.44516
RP11-334A14.8	0.382729
RP5-1024G6.9	0
RP5-1024G6.2	0.810598
RP5-1024G6.7	0.0601336
RP5-1024G6.5	3.86599
RP4-784A16.1	1.07058
RP4-784A16.2	0
RP4-784A16.3	0.518174
RP4-784A16.4	0.182069
LINC01771	0.403025
RP11-117D22.1	0
RP11-117D22.2	0.074384
SLC25A3P1	0.176464
DMRTB1	0.176434
GLIS1	0.873746
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
HNRNPA3P12	0.237844
LDLRAD1	0.0262255
RP4-758J24.6	2.86599
TCEANC2	2.76667
MIR4781	0
RP4-758J24.4	0
CDCP2	0.36836
RP11-446E24.3	0.162186
CYB5RL	4.30473
SSBP3-AS1	1.65755
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
FAM151A	1.05167
RP11-240D10.4	0.200244
PARS2	3.96038
RP11-67L3.2	0.334884
LEXM	0.0609308
RP11-67L3.5	0
RP11-67L3.4	0.346093
TMEM61	0.665821
BSND	0
PCSK9	0.0296241
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0765655
LINC01753	0
PIGQP1	0
LINC01755	0.109905
RP1-158P9.1	0.193412
RPSAP20	0.368163
RP11-504A18.1	1.99741
LINC01767	0.334579
RPL21P23	0.937757
RPL23AP85	0.194029
RP11-377K22.2	0
C1orf168	0.892215
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	0.302909
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0539596
RPS26P15	0.16351
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0
RN7SL713P	0
RP4-592A1.2	0.82586
RP11-63G10.4	0.163645
LINC01135	2.71629
RP11-63G10.3	0.984336
RP11-63G10.2	0
RP4-794H19.1	3.2688
LINC01358	0.152463
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0774539
RP11-467C18.1	0.459798
FGGY	2.04056
MIR4711	0
RP4-782L23.2	0.408061
CYP2J2	0.209484
RN7SL475P	0
C1orf87	0
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.191243
RP11-436K8.1	0.359494
NFIA-AS2	1.6144
RP4-802A10.1	0.402865
NFIA-AS1	0.149764
RP11-430G17.1	0
RP11-430G17.3	3.08218
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0.18623
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.991827
RP5-1155K23.4	0
KANK4	0.349954
RNU6-371P	0
DOCK7	4.84659
RP11-293K19.1	0
ANGPTL3	0.172982
RP5-849H19.3	0.0804288
RP5-849H19.2	0
RP11-230B22.1	0.357293
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0.337175
FOXD3	0.303029
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
RN7SL488P	0
RNU7-123P	0
DLEU2L	1.01463
RN7SL130P	1.09948
ROR1	0.898731
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0293159
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	1.94538
SLC2A3P2	1.06773
RP4-535B20.4	1.27787
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.669208
RP4-535B20.2	0
MRPS21P1	0
AK4	3.08315
RPS29P7	0
DNAJC6	1.5278
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0.180168
RP11-430H12.2	0.0439221
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.35592
TCTEX1D1	0.887869
INSL5	0.209736
WDR78	3.6345
