Name	Nerve - Tibial
RP11-26H16.1	0.281148
RP11-26H16.4	0
CELA3B	0.203388
RN7SL386P	0
RNU6-1022P	0
CELA3A	0.751775
RN7SL186P	0
RNU6-776P	0
LINC01635	0
CDC42-IT1	0.222344
RP1-224A6.8	0.287547
RP1-224A6.9	1.95509
WNT4	0.433473
MIR4418	0
RP11-415K20.1	0
RP11-415K20.2	0
ZBTB40-IT1	1.71364
EPHA8	0.0205579
MIR6127	0
EPHB2	3.19033
MIR4684	0
RP11-69E9.1	0
MIR4253	0
LACTBL1	0
C1orf234	0.189468
RP1-184J9.2	0
MIR3115	0
MIR4419A	0
RP5-979D14.1	0
RNU6-514P	0
RNU6-135P	0
HTR1D	0.434881
RP5-1057J7.1	0
RP5-1057J7.7	0.669819
RP4-654C18.1	0
E2F2	0.141869
RP1-150O5.3	0.768483
MDS2	0.0426025
RP11-223J15.2	0
CNR2	0.0172392
BTBD6P1	0
RP11-4M23.3	0
MIR378F	0
RP11-4M23.4	0
RP11-4M23.7	0
RP11-293P20.2	0
MYOM3	0.225224
RP11-293P20.4	0
IL22RA1	0.172665
IFNLR1	0.279525
RP11-10N16.2	0
RP11-10N16.3	0
GRHL3	0.0948251
STPG1	1.98617
RP4-594I10.3	0
RP11-496D1.2	0
Y_RNA	0
RNU6-1208P	0
RUNX3	1.4462
MIR6731	0
RP11-84D1.1	0
RP11-84D1.2	0
MIR4425	0
RP4-799D16.1	0
RP4-781L3.1	0
RP4-706G24.1	0
RP3-465N24.6	1.00225
RP3-465N24.5	1.74891
RHD	0.486748
SDHDP6	1.05844
RP11-335G20.7	0
RHCE	0.453501
RP3-469D22.1	0.213112
RP11-70P17.1	1.53252
RP1-187B23.1	0.165933
RP1-317E23.3	1.79844
AUNIP	0.504651
RP1-125I3.2	0.174349
Y_RNA	0
SNRPFP2	0.678093
RP1-125I3.4	0.319552
MIR3917	0
RNU6-110P	0
SCARNA17	0
SCARNA18	0
SLC30A2	0.361806
RP11-96L14.9	0
TRIM63	0.862369
PDIK1L	4.98451
RP11-96L14.8	0
RP11-96L14.7	0.745058
ZNF593	0
CATSPER4	0
RP11-231P20.2	0.555691
RP11-231P20.6	0
RP11-231P20.5	0.323388
CD52	3.68624
AIM1L	0.0605827
RP11-569G9.7	0
ZNF683	0.0983066
LIN28A	0.0182528
RP3-476K8.4	0.44608
RP3-476K8.3	1.46184
DPPA2P2	0
MIR1976	0
RN7SL679P	0
Y_RNA	0
RNU7-29P	0
RP11-492M19.3	0
snoU13	0
RP4-785J1.1	0
RP5-968P14.2	0.937164
RN7SL165P	0.148205
SFN	1.23394
NR0B2	0
KDF1	0.0501899
RPL12P13	0.0896374
RP11-344H11.5	0
OSTCP2	0
RP11-40H20.5	0
CHCHD3P3	0.12628
NPM1P39	0.394507
SNRPEP7	0
RP11-40H20.4	0
Y_RNA	0
RP11-4K3__A.3	0.4943
RNU6-48P	0.375496
ACTG1P20	2.0215
SYTL1	1.57703
FCN3	2.21392
CD164L2	0.0383138
RP1-144C9.2	0
GPR3	0.642118
RP4-752I6.1	0
RP1-159A19.4	0.649257
RP1-159A19.3	1.2187
RP11-288L9.1	0.100272
RP11-288L9.4	0.256633
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
RP3-426I6.2	0.313657
RPEP3	0
RP3-426I6.5	0.589282
RP3-426I6.6	1.8802
RNU6-1245P	0
SCARNA1	0
SMPDL3B	0.131392
RP11-460I13.2	0
RP11-460I13.6	1.44588
RN7SL559P	0
SPCS2P4	2.07286
RP5-1053E7.2	0
RP5-1053E7.3	0
RNU6-176P	0
PTAFR	2.66692
RP5-1092A3.4	4.09586
RP5-1092A3.5	0
Y_RNA	0
RP1-308E4.1	0.121463
RNU6ATAC27P	0
SNORA73A	2.38669
SNORA73B	4.44502
PRDX3P2	0.156315
RP4-669K10.8	0.212637
SNORD99	0
SNORA16A	0
RAB42	1.18422
LINC01715	2.67674
RNU11	0
SCARNA24	0
OPRD1	0.0406301
RP1-212P9.3	0
Y_RNA	0
EPB41	3.84101
RP4-604A21.1	0
Y_RNA	0
Metazoa_SRP	0
RP11-242O24.3	0
uc_338	3.54378
RP11-467D18.2	0.363874
LINC01756	0
RP11-810H18.1	0
RP4-656G21.1	0
RP11-179G8.1	0
LINC01648	0
RP5-893G23.1	0
RP3-357I16.1	0
RP4-591L5.1	0
RP4-591L5.2	0
MATN1	0.212562
MATN1-AS1	2.99817
MIR4420	0
RP5-1125N11.1	0
LINC01778	0.651668
RN7SKP91	0
RP1-65J11.5	0
RN7SL371P	0
RP11-201O14.1	0
RP11-201O14.2	0
SELENOWP1	0
RP11-490K7.1	0
NKAIN1	0.169623
RP11-266K22.2	0
SERINC2	2.5163
RP11-439L8.2	0.0391015
RNU6-40P	0
LINC01225	0
Y_RNA	0
LINC01226	0.00852809
RP11-73M7.1	0.370444
HCRTR1	0.102329
RP11-73M7.9	0.271574
ADGRB2	4.20148
MIR4254	0
RP11-84A19.3	0
SPOCD1	0.975287
RP11-84A19.2	0
RP11-84A19.4	1.11237
RP4-534N18.2	0.36602
RP11-277A4.4	0.45758
MIR5585	0
Metazoa_SRP	0
RP4-622L5.7	2.64828
DCDC2B	1.35636
LCK	1.50808
Metazoa_SRP	0
Y_RNA	0
RP4-811H24.9	0.182582
GAPDHP20	0
RP11-395N6.4	0
LRRC37A12P	0.0289244
RN7SL122P	0
ZBTB8B	0.059601
Y_RNA	0
RP11-114B7.6	0
FNDC5	1.48311
HPCA	0.447384
RP5-1174N9.2	0.246871
RP4-803A2.1	0.235885
RP4-803A2.2	0.0991339
Metazoa_SRP	0
RP1-117O3.2	0.103942
RP11-131M11.2	1.69425
RP11-131M11.3	1.09483
RP11-415J8.7	0.981631
A3GALT2	0.320611
MIR3605	1.42548
RP11-415J8.5	0.0978266
TLR12P	0
ZSCAN20	2.1756
RP4-580O19.2	0.292674
CSMD2	0.92544
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0.259556
RP4-657M3.2	0
MIR552	0
GJB5	0.515745
GJB4	0.0446309
GJB3	0.936163
RP1-34M23.5	0
DLGAP3	0.554799
RPL12P45	0
EFCAB14P1	0
Y_RNA	0
RN7SL503P	0
SNORA62	0
RPL5P4	3.77189
ZMYM4-AS1	0
Metazoa_SRP	0
RP4-728D4.3	0
RP4-728D4.2	1.50126
CLSPN	0.180052
RP11-435D7.3	0
RP4-789D17.4	0
RP4-665N4.8	0.293779
RP4-665N4.4	0.130014
TEKT2	1.05238
RN7SL131P	0
UBE2V2P4	0
SH3D21	4.73511
RNU4-27P	0
SNORA63	0.61254
FTLP18	0
RP4-614N24.1	0
MIR4255	0
RNU6-636P	0
RP5-1180C18.1	0
RNA5SP43	0
RPS29P6	0
MIR6732	0
MIR5581	0
FTH1P1	0.841631
RP3-423B22.5	0.502413
RSPO1	0.231043
CDCA8	1.52771
EPHA10	0.227124
Y_RNA	0
ACTN4P2	0
RP11-109P14.2	0
MANEAL	1.90502
RP11-109P14.8	0
SNORA63	0
RNU6-584P	0
Metazoa_SRP	0
RNU6-510P	0.883746
RP5-884C9.2	2.10347
RP5-884C9.3	0
MIR3659	0
LINC01343	0.0713211
RP11-329N22.2	0
RNU6-753P	0
LINC01685	0
RP11-334L9.1	0.0685064
RP5-864K19.4	2.77664
GJA9	0.310969
RHBDL2	0.736438
RNU6-605P	0
Y_RNA	0
EIF1P2	0
RNU6-608P	0
RNA5SP44	0
RP11-416A14.1	0.678005
RP11-420K8.1	0
HSPE1P8	0
BMP8A	4.217
OXCT2P1	1.37042
SNORA55	2.51409
RP11-69E11.8	1.06094
RP1-144F13.3	0.283734
NT5C1A	0.110088
HPCAL4	0.116354
RP1-144F13.4	0
RNU7-121P	0
OXCT2	4.1482
RP1-118J21.25	2.04379
RP1-118J21.24	0
Y_RNA	0
MYCL	1.26983
RP1-118J21.5	0
Y_RNA	0
RP11-115D7.3	0
RNU6-1237P	0
TMCO2	0
RP1-39G22.4	0.183419
RP1-228H13.1	0.230327
RP1-228H13.2	0
ZFP69B	0.779009
RP1-228H13.5	0.925601
RP11-656D10.7	0.171495
ZFP69	4.43609
RP11-656D10.3	1.24677
EXO5	3.51731
RP11-656D10.5	0
RP11-656D10.6	0.785646
ZNF684	3.94915
RP1-63P18.2	0
GTF2F2P2	0
RP4-739H11.3	0
MIR30E	0
MIR30C1	0
KCNQ4	4.24557
RN7SL326P	0
RP5-1066H13.4	0
RP11-348A7.1	0
UBE2V1P8	0
SLFNL1-AS1	1.09907
SLFNL1	0.821661
RPL23AP17	0
RP11-399E6.1	0.152519
RP11-399E6.2	0
FOXO6	3.21428
RP11-399E6.4	2.25672
RNA5SP45	0
EDN2	0.798226
HIVEP3	2.68145
RP11-486B10.3	0
RP11-486B10.4	0.0493117
HNRNPFP1	0
RP11-319C21.1	0
GUCA2B	0
GUCA2A	0
RP11-223A3.1	0.565555
RIMKLA	0.25598
RP11-157D18.2	0
ZMYND12	2.13896
CCDC30	2.47888
RP11-163G10.2	0
TMSB4XP1	1.4949
RNU6-536P	0
RP11-163G10.4	0.105027
RP5-994D16.3	2.50424
RP5-994D16.9	4.16361
TMEM269	0.515837
RP11-342M1.3	1.04261
RP11-342M1.7	0.0407198
RP11-342M1.6	0
ATP6V1E1P1	0.0810182
RP5-848E13.5	1.98977
RP5-848E13.4	1.17519
RNU6-880P	0
U6	0
RP3-393B19.1	0
FAM183A	0.595026
CFAP57	0.334885
RNA5SP46	0
TMEM125	0.832693
C1orf210	0.357699
MPL	0.610485
RP1-92O14.3	3.03987
CDC20	2.2168
RP1-92O14.6	3.66018
SZT2-AS1	0
HYI-AS1	0.298374
KDM4A-AS1	3.10205
RP11-184I16.4	0.111839
U6	0
RP11-184I16.3	0
MIR6079	0
SHMT1P1	0.0371735
ARTN	2.41613
RP11-7O11.3	2.65347
SLC6A9	3.45028
RP5-1198O20.4	0.126703
RP5-1198O20.5	0
KRT8P47	0
RN7SL479P	0
KLF17	0.0141662
RP11-570P14.1	0.314399
KLF18	0
RP4-675G8.3	0
Y_RNA	0
OOSP1P1	0
RP5-891H21.1	0
RP5-891H21.5	0
ERI3-IT1	0.828241
RNU6-369P	0
MIR5584	0
C1orf228	3.71615
RNU5F-1	0.521635
RNU5D-1	0
KIF2C	0.879071
RP11-269F19.2	0.348339
SNORD46	4.00816
SNORD38A	0
RPS15AP11	0.672349
BEST4	0.650744
TCTEX1D4	0.613001
RP5-882O7.1	1.22376
RNA5SP47	0
CCNB1IP1P1	0
RP5-882O7.4	0.254124
MRPS17P1	0.0944775
ZSWIM5	4.56969
OSTCP5	0
LINC01144	3.11464
HPDL	4.26534
RP11-291L19.1	0
CCDC163	4.64372
MMACHC	3.28965
HMGB1P48	0
AL355480.3	0
AL355480.1	0
AL355480.2	0
AL355480.4	0
RPS15AP10	2.75038
RP11-767N6.2	2.58596
RP11-630I5.1	0.0770546
TMA16P2	0
RP4-533D7.4	0.599059
RP4-533D7.3	0
RP4-533D7.5	0
TSPAN1	3.92215
RP11-322N21.2	0
RAD54L	1.32028
RP4-603I14.3	0.144427
FAAHP1	2.1363
LINC01398	0.0415562
DMBX1	0
RP11-49P4.7	0
MKNK1-AS1	1.45479
KNCN	0
NENFP1	0.132505
TEX38	0.242051
EFCAB14-AS1	0.65604
RP11-8J9.5	0
CYP4Z2P	0.631547
RP11-346M5.1	0.136503
CYP4A11	0.501846
CYP4A26P	0
CYP4A43P	0
CYP4A27P	0
CYP4A44P	0
RP11-184J23.2	0.315623
CYP4A22-AS1	0.155074
CYP4A22	0.743416
MTND1P34	0
LINC00853	1.21753
PDZK1IP1	0.710769
RP1-18D14.7	0.857899
STIL	0.874105
LINC01389	1.75378
FOXE3	1.22557
RP4-666O22.3	0
RPL21P24	0
ATP6V0E1P4	0
LINC01738	1.51027
RP11-330M19.1	0.517426
RP4-683M8.2	0.200424
RP11-193P11.3	0
CYP46A4P	0
SKINT1L	1.54975
RP5-1024N4.6	0.0751635
RP5-1024N4.2	0.244383
SLC5A9	3.07063
RP5-1024N4.5	0.733791
PPP1R8P1	0.951182
RNU6-723P	0
RP11-329A14.1	0.13377
RNU4-61P	0
RP11-329A14.2	0
AGBL4	0.0844446
RP11-141A19.1	0
RP11-141A19.2	0
AGBL4-IT1	0
RP5-926E3.1	0
ZNF859P	0
RP11-93G23.2	0
MTND2P29	0
ELAVL4	0.0325088
RP11-492I2.1	0
RP11-567C20.2	0
RP11-567C20.3	0
RP11-183G22.1	0.320144
HMGB1P45	0
FCF1P6	0
DMRTA2	0
RP5-850O15.3	0.177962
RNU6-1026P	0
PHBP12	0.536745
MRPS6P2	0
MIR4421	0
MIR6500	0
C1orf185	0
Y_RNA	0
CFL1P2	0.0953952
LINC01562	0.0965443
RP11-296A18.5	0.622243
RP11-296A18.6	0.220029
TTC39A	0.0880772
TTC39A-AS1	0
RP11-275F13.3	0.416581
RNU6-877P	0
RP11-253A20.1	0.182288
RP11-191G24.1	0.251466
RNU6-1281P	0
CALR4P	0.0796957
GAPDHP51	0
SLC25A6P3	0
SNORA26	0
RP4-657D16.3	4.76908
RP4-657D16.6	0.857606
MIR761	0
TSEN15P2	0.128138
RAB3B	0.178761
RNA5SP48	0
RP11-91A18.1	0
RN7SL290P	0
RP11-91A18.4	0
TXNDC12-AS1	0
RN7SL788P	0
RP4-800M22.1	1.01009
RP4-800M22.2	0
PDCL3P6	0
RP4-800M22.4	0
DNAJC19P7	0
ANAPC10P1	0.145007
RP11-155O18.6	4.26954
PLA2G12AP1	0.396121
ORC1	0.854152
RP11-25O10.2	0
EEF1GP7	0.0636789
FAM159A	0.898895
NDUFS5P3	0
RN7SL62P	0
RNU2-30P	0
RPS13P2	2.83921
RNU6-969P	0
ZYG11A	0.120291
RP4-631H13.2	0
RP4-631H13.4	0
MIR1273F	0
MIR5095	0
MIR1273G	0
RP4-631H13.5	0
RP11-334A14.2	0
TUBBP10	0
RP11-334A14.8	2.57012
RP5-1024G6.9	0.124884
RP5-1024G6.2	0.7398
RP5-1024G6.7	0.155538
RP5-1024G6.5	0.496102
LRP8	2.27772
RP4-784A16.1	0.11739
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.0796087
RP11-117D22.1	0
RP11-117D22.2	0.132722
SLC25A3P1	0
DMRTB1	0
GLIS1	1.48086
RNU7-95P	0
SNORA58	0
RP4-654H19.2	0
DIO1	0.46505
HNRNPA3P12	0.185497
LDLRAD1	0
RP4-758J24.6	3.42702
TCEANC2	3.68982
MIR4781	0
RP4-758J24.4	0
CDCP2	0.15636
RP11-446E24.3	0.0743634
CYB5RL	4.33546
SSBP3-AS1	4.0862
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	1.89484
FAM151A	0.24033
RP11-240D10.4	0
TTC22	0.0766846
RP11-67L3.2	0
LEXM	0.0287913
RP11-67L3.5	0
RP11-67L3.4	0.208662
TMEM61	0.599325
BSND	0.0365845
PCSK9	1.81838
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	2.17328
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0.178523
RPSAP20	0.245523
RP11-504A18.1	1.43942
LINC01767	0.204513
RPL21P23	0.652994
RPL23AP85	0
RP11-377K22.2	0
C1orf168	0.0288053
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
RP6-102O10.1	0.1371
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0635281
RPS26P15	0.138255
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0.112677
RP4-592A1.4	0
RN7SL713P	0
RP4-592A1.2	0.602612
RP11-63G10.4	0.293711
LINC01135	0.649511
RP11-63G10.3	0.789373
RP11-63G10.2	0
RP4-794H19.1	2.10904
LINC01358	0.144696
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.221485
RP11-467C18.1	0.545225
FGGY	2.45529
MIR4711	0
RP4-782L23.2	0.661165
HOOK1	0.479674
RN7SL475P	0
C1orf87	0
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.110664
RP11-436K8.1	0.428431
NFIA-AS2	0.977132
RP4-802A10.1	0.420307
NFIA-AS1	0.0648528
RP11-430G17.1	0
RP11-430G17.3	4.33765
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	3.2587
RP5-1155K23.4	0.129221
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.189999
RP5-849H19.3	0.131517
RP5-849H19.2	0.113179
RP11-230B22.1	1.25248
RP4-771M4.3	0.177176
RP4-771M4.2	0
LINC01739	0.0510127
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0.535635
LINC00466	0.728772
RNA5SP49	0
RP11-335E6.3	0.100125
RPSAP65	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0.308206
RN7SL488P	0
RNU7-123P	0
DLEU2L	1.8527
RN7SL130P	0.920919
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0788821
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	1.86491
SLC2A3P2	0.916835
RP4-535B20.4	1.67196
RNU6-1176P	0
MIR3671	0.658755
MIR101-1	0
RP4-535B20.1	0.833963
